-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
9.378978 72.563970,-23.460322 74.712421,-56.060534 78.491707,-86.201994 143.659644,-58.586912 -112.725061,-26.017002 -108.594133,6.813358 -106.415423,39.621188 -103.874128,72.075520 -95.688937,74.560625 60.060462,42.172864 69.906478,-1.577201 103.254912,-34.366238 105.608842,-66.816517 111.558486,-79.803560 -97.204010,-47.775674 -80.797786,-15.089513 -77.810574,17.766423 -75.694900,50.502936 -72.489695,82.402979 -48.862430,63.862728 95.829490,31.264364 100.978752,-12.527332 133.952880,-45.236305 136.773748,-77.400393 149.414557,-69.318859 -56.386012,-36.915287 -49.538329,-4.142434 -47.103486,28.705723 -44.880002,61.336162 -40.270648,84.513088 92.504823,53.044992 128.384871,20.329778 131.827668,-23.460322 164.712421,-56.060534 168.491707,-86.201994 -126.340356,-58.586912 -22.725061,-26.017002 -18.594133,6.813358 -16.415423,39.621188 -13.874128,72.075520 -5.688937,74.560625 150.060462,42.172864 159.906478,9.378978 162.563970,-34.366238 -164.391158,-66.816517 -158.441514,-79.803560 -7.204010,-47.775674 9.202214,-15.089513 12.189426,17.766423 14.305100,50.502936 17.510305,82.402979 41.137570,63.862728 -174.170510,31.264364 -169.021248,-1.577201 -166.745088,-45.236305 -133.226252,-77.400393 -120.585443,-69.318859 33.613988,-36.915287 40.461671,-4.142434 42.896514,28.705723 45.119998,61.336162 49.729352,84.513088 -177.495177,53.044992 -141.615129,20.329778 -138.172332,-12.527332 -136.047120
5.734825 72.545132,-27.091249 74.739590,-59.647727 79.039891,-85.727733 -163.991893,-54.997474 -112.221730,-22.385150 -108.571678,10.457377 -106.433020,43.244900 -103.720615,75.598846 -92.989548,71.025955 62.418544,38.548016 70.047141,-5.220615 103.232808,-37.986187 105.706190,-70.367827 113.008826,-76.375976 -92.057768,-44.168114 -80.579764,-11.450009 -77.821017,21.407045 -75.689035,54.112732 -72.133199,85.271202 -27.938889,60.272675 96.613597,27.629780 101.028088,-16.166231 133.944636,-48.842340 137.010470,-80.792794 155.615013,-65.762204 -55.084657,-33.294132 -49.450126,-0.498777 -47.126006,32.339488 -44.824131,64.923170 -39.409619,81.445361 108.322686,49.433581 128.713314,16.688662 131.830242,-27.091249 164.739590,-59.647727 169.039891,-85.727733 -73.991893,-54.997474 -22.221730,-22.385150 -18.571678,10.457377 -16.433020,43.244900 -13.720615,75.598846 -2.989548,71.025955 152.418544,38.548016 160.047141,5.734825 162.545132,-37.986187 -164.293810,-70.367827 -156.991174,-76.375976 -2.057768,-44.168114 9.420236,-11.450009 12.178983,21.407045 14.310965,54.112732 17.866801,85.271202 62.061111,60.272675 -173.386403,27.629780 -168.971912,-5.220615 -166.767192,-48.842340 -132.989530,-80.792794 -114.384987,-65.762204 34.915343,-33.294132 40.549874,-0.498777 42.873994,32.339488 45.175869,64.923170 50.590381,81.445361 -161.677314,49.433581 -141.286686,16.688662 -138.169758,-16.166231 -136.055364
2.090492 72.523349,-30.718838 74.785189,-63.226222 79.778683,-83.075587 -138.361970,-51.401220 -111.842018,-18.750392 -108.562984,14.100672 -106.445101,46.864508 -103.516210,79.061513 -88.453483,67.464351 63.980330,34.919575 70.150383,-8.862936 103.213319,-41.601863 105.839387,-73.894564 115.171329,-72.876996 -89.065494,-40.555676 -80.415540,-7.808714 -77.837479,25.045752 -75.670144,57.716475 -71.661250,86.381280 20.969945,56.673970 97.193062,23.992659 101.058239,-19.802840 133.945368,-52.442886 137.322424,-83.942713 168.791550,-62.191358 -54.159799,-29.669106 -49.388746,3.145426 -47.148745,35.970264 -44.742763,68.497391 -38.206117,78.068431 115.428080,45.817173 128.962485,13.046130 131.823396,-30.718838 164.785189,-63.226222 169.778683,-83.075587 -48.361970,-51.401220 -21.842018,-18.750392 -18.562984,14.100672 -16.445101,46.864508 -13.516210,79.061513 1.546517,67.464351 153.980330,34.919575 160.150383,2.090492 162.523349,-41.601863 -164.160613,-73.894564 -154.828671,-72.876996 0.934506,-40.555676 9.584460,-7.808714 12.162521,25.045752 14.329856,57.716475 18.338750,86.381280 110.969945,56.673970 -172.806938,23.992659 -168.941761,-8.862936 -166.786681,-52.442886 -132.677576,-83.942713 -101.208450,-62.191358 35.840201,-29.669106 40.611254,3.145426 42.851255,35.970264 45.257237,68.497391 51.793883,78.068431 -154.571920,45.817173 -141.037515,13.046130 -138.176604,-19.802840 -136.054632
-1.553597 72.500485,-34.342775 74.853737,-66.793455 80.796133,-79.825376 -128.003533,-47.799026 -111.553980,-15.113082 -108.565105,17.742835 -106.449477,50.479535 -103.246272,82.382336 -79.698813,63.885950 65.068985,31.287898 70.223785,-12.503753 103.198382,-45.212929 106.017844,-77.378044 118.631048,-69.341839 -87.150665,-36.938730 -80.293576,-4.166034 -77.857920,28.682175 -75.634867,61.312894 -71.029963,84.530792 61.591446,53.068367 97.627858,20.353359 101.073039,-23.436792 133.957721,-56.037273 137.734071,-86.194166 -157.424438,-58.610139 -53.483392,-26.040517 -49.348905,6.789751 -47.169871,39.597702 -44.629557,72.052574 -36.457318,74.583396 119.286839,42.196332 129.150850,9.402583 131.809503,-34.342775 164.853737,-66.793455 170.796133,-79.825376 -38.003533,-47.799026 -21.553980,-15.113082 -18.565105,17.742835 -16.449477,50.479535 -13.246272,82.382336 10.301187,63.885950 155.068985,31.287898 160.223785,-1.553597 162.500485,-45.212929 -163.982156,-77.378044 -151.368952,-69.341839 2.849335,-36.938730 9.706424,-4.166034 12.142080,28.682175 14.365133,61.312894 18.970037,84.530792 151.591446,53.068367 -172.372142,20.353359 -168.926961,-12.503753 -166.801618,-56.037273 -132.265929,-86.194166 -67.424438,-58.610139 36.516608,-26.040517 40.651095,6.789751 42.830129,39.597702 45.370443,72.052574 53.542682,74.583396 -150.713161,42.196332 -140.849150,9.402583 -138.190497,-23.436792 -136.042279
-5.197017 72.478370,-37.962752 74.950878,-70.344889 82.242975,-76.398466 -122.837018,-44.191498 -111.335564,-11.473590 -108.575503,21.383468 -106.443686,54.089367 -102.890417,85.255890 -58.906266,60.295961 65.854682,27.653332 70.273260,-16.142666 103.190088,-48.818998 106.254141,-80.771323 124.805312,-65.785294 -85.846272,-33.317602 -80.205180,-0.522382 -77.880432,32.315959 -75.579144,64.899971 -70.170716,81.466604 77.503489,49.456992 97.956890,16.712253 101.075683,-27.067739 133.984784,-59.624516 138.281225,-85.740394 -105.007960,-55.020748 -52.979126,-22.408686 -49.326350,10.433774 -47.187496,43.221439 -44.476335,75.576171 -33.766111,71.048953 121.651733,38.571508 129.291784,5.758432 131.790690,-37.962752 164.950878,-70.344889 172.242975,-76.398466 -32.837018,-44.191498 -21.335564,-11.473590 -18.575503,21.383468 -16.443686,54.089367 -12.890417,85.255890 31.093734,60.295961 155.854682,27.653332 160.273260,-5.197017 162.478370,-48.818998 -163.745859,-80.771323 -145.194688,-65.785294 4.153728,-33.317602 9.794820,-0.522382 12.119568,32.315959 14.420856,64.899971 19.829284,81.466604 167.503489,49.456992 -172.043110,16.712253 -168.924317,-16.142666 -166.809912,-59.624516 -131.718775,-85.740394 -15.007960,-55.020748 37.020874,-22.408686 40.673650,10.433774 42.812504,43.221439 45.523665,75.576171 56.233889,71.048953 -148.348267,38.571508 -140.708216,5.758432 -138.209310,-27.067739 -136.015216
-8.839347 72.458858,-41.578456 75.083815,-73.871829 84.399469,-72.899800 -119.835279,-40.579092 -111.171032,-7.832306 -108.591932,25.022189 -106.424890,57.693153 -102.419337,86.384585 -10.150328,56.697305 66.435250,24.016226 70.303522,-19.779291 103.190754,-52.419582 106.565539,-83.923907 137.908245,-62.214525 -84.919462,-29.692600 -80.143644,3.121819 -77.903176,35.946755 -75.497960,68.474291 -68.969952,78.090754 84.640849,45.840614 98.206509,13.069729 101.068890,-30.695351 134.030250,-63.203074 139.018546,-83.095518 -79.215386,-51.424535 -52.598729,-18.773946 -49.317577,14.077075 -47.199620,46.841076 -44.272302,79.039398 -29.246968,67.487484 123.217402,34.943090 129.395242,2.114098 131.768920,-41.578456 165.083815,-73.871829 174.399469,-72.899800 -29.835279,-40.579092 -21.171032,-7.832306 -18.591932,25.022189 -16.424890,57.693153 -12.419337,86.384585 79.849672,56.697305 156.435250,24.016226 160.303522,-8.839347 162.458858,-52.419582 -163.434461,-83.923907 -132.091755,-62.214525 5.080538,-29.692600 9.856356,3.121819 12.096824,35.946755 14.502040,68.474291 21.030048,78.090754 174.640849,45.840614 -171.793491,13.069729 -168.931110,-19.779291 -166.809246,-63.203074 -130.981454,-83.095518 10.784614,-51.424535 37.401271,-18.773946 40.682423,14.077075 42.800380,46.841076 45.727698,79.039398 60.753032,67.487484 -146.782598,34.943090 -140.604758,2.114098 -138.231080,-30.695351 -135.969750
-12.480175 72.443885,-45.189553 75.261942,-77.355692 87.847644,-69.364818 -117.915343,-36.962174 -111.048825,-4.189634 -108.612353,28.658628 -106.389731,61.289624 -101.789268,84.548454 30.677031,53.091743 66.870841,20.376940 70.318411,-23.413261 103.203023,-56.014011 106.976440,-86.186212 171.492848,-58.633365 -84.241731,-26.064033 -80.103679,6.766145 -77.924318,39.574216 -75.384984,72.029628 -67.225661,74.606165 88.513157,42.219800 98.395220,9.426187 101.055036,-34.319313 134.098632,-66.770392 140.033797,-79.847185 -68.803253,-47.822377 -52.310177,-15.136651 -49.319637,17.719247 -47.204053,50.456134 -44.002846,82.361678 -20.534747,63.909171 124.308467,31.311433 129.468817,-1.529993 131.746058,-45.189553 165.261942,-77.355692 177.847644,-69.364818 -27.915343,-36.962174 -21.048825,-4.189634 -18.612353,28.658628 -16.389731,61.289624 -11.789268,84.548454 120.677031,53.091743 156.870841,20.376940 160.318411,-12.480175 162.443885,-56.014011 -163.023560,-86.186212 -98.507152,-58.633365 5.758269,-26.064033 9.896321,6.766145 12.075682,39.574216 14.615016,72.029628 22.774339,74.606165 178.513157,42.219800 -171.604780,9.426187 -168.944964,-23.413261 -166.796977,-66.770392 -129.966203,-79.847185 21.196747,-47.822377 37.689823,-15.136651 40.680363,17.719247 42.795947,50.456134 45.997154,82.361678 69.465253,63.909171 -145.691533,31.311433 -140.531183,-1.529993 -138.253942,-34.319313 -135.901368
-16.119101 72.435540,-48.795656 75.497816,-80.749842 93.995873,-65.808384 -116.607902,-33.341071 -110.960235,-0.545987 -108.634859,32.292429 -106.334156,64.876771 -100.931799,81.487837 46.683964,49.480402 67.200462,16.735844 70.321124,-27.044229 103.229979,-59.601305 107.522566,-85.752966 -136.025588,-55.044022 -83.736527,-22.432222 -80.081024,10.410170 -77.941972,43.197979 -75.232052,75.553495 -64.542602,71.071951 90.884890,38.595001 98.536426,5.782039 101.036249,-37.939316 134.195568,-70.321949 141.477153,-76.420953 -63.616353,-44.214883 -52.091366,-11.497172 -49.329989,21.359891 -47.198337,54.066002 -43.647630,85.240511 0.127736,60.319246 125.095758,27.676885 129.518430,-5.173419 131.723932,-48.795656 165.497816,-80.749842 -176.004127,-65.808384 -26.607902,-33.341071 -20.960235,-0.545987 -18.634859,32.292429 -16.334156,64.876771 -10.931799,81.487837 136.683964,49.480402 157.200462,16.735844 160.321124,-16.119101 162.435540,-59.601305 -162.477434,-85.752966 -46.025588,-55.044022 6.263473,-22.432222 9.918976,10.410170 12.058028,43.197979 14.767948,75.553495 25.457398,71.071951 -179.115110,38.595001 -171.463574,5.782039 -168.963751,-27.044229 -166.770021,-70.321949 -128.522847,-76.420953 26.383647,-44.214883 37.908634,-11.497172 40.670011,21.359891 42.801663,54.066002 46.352370,85.240511 90.127736,60.319246 -144.904242,27.676885 -140.481570,-5.173419 -138.276068,-37.939316 -135.804432
-19.755742 72.436140,-52.396277 75.808658,-83.905070 107.025743,-62.237692 -115.679135,-29.716093 -110.898543,3.098212 -108.657607,35.923246 -106.253155,68.451189 -99.733766,78.113072 53.853490,45.864054 67.450530,13.093328 70.314385,-30.671864 103.275312,-63.179926 108.258420,-83.115427 -110.069380,-51.447850 -83.355445,-18.797499 -80.072171,14.053478 -77.954138,46.817643 -75.028391,79.017278 -60.040293,67.510615 92.454455,34.966605 98.640100,2.137705 101.014492,-41.555049 134.328245,-73.849093 143.627660,-72.922603 -60.605107,-40.602507 -51.926526,-7.855899 -49.346386,24.998625 -47.179635,57.669830 -43.177418,86.387741 48.728743,56.720640 125.677431,24.039794 129.548804,-8.815757 131.704397,-52.396277 165.808658,-83.905070 -162.974257,-62.237692 -25.679135,-29.716093 -20.898543,3.098212 -18.657607,35.923246 -16.253155,68.451189 -9.733766,78.113072 143.853490,45.864054 157.450530,13.093328 160.314385,-19.755742 162.436140,-63.179926 -161.741580,-83.115427 -20.069380,-51.447850 6.644555,-18.797499 9.927829,14.053478 12.045862,46.817643 14.971609,79.017278 29.959707,67.510615 -177.545545,34.966605 -171.359900,2.137705 -168.985508,-30.671864 -166.724688,-73.849093 -126.372340,-72.922603 29.394893,-40.602507 38.073474,-7.855899 40.653614,24.998625 42.820365,57.669830 46.822582,86.387741 138.728743,56.720640 -144.322569,24.039794 -140.451196,-8.815757 -138.295603,-41.555049 -135.671755
-23.389731 72.448324,-55.990749 76.218815,-86.178132 140.411516,-58.656591 -115.000077,-26.087549 -110.858453,6.742538 -108.678765,39.550730 -106.140409,72.006680 -97.993966,74.628932 57.739414,42.243268 67.639588,9.449791 70.300569,-34.295850 103.343529,-66.747328 109.271479,-79.868987 -99.603173,-47.845729 -83.066377,-15.160220 -80.074170,17.695658 -77.958629,50.432732 -74.759417,82.341004 -51.370235,63.932392 93.547937,31.334968 98.713848,-1.506390 100.991630,-45.166177 134.506043,-77.333335 147.064346,-69.387796 -58.680046,-36.985617 -51.804076,-4.213233 -49.366787,28.635080 -47.144595,61.266355 -42.548564,84.566072 89.761572,53.115118 126.113819,20.400520 129.563782,-12.456596 131.689388,-55.990749 166.218815,-86.178132 -129.588484,-58.656591 -25.000077,-26.087549 -20.858453,6.742538 -18.678765,39.550730 -16.140409,72.006680 -7.993966,74.628932 147.739414,42.243268 157.639588,9.449791 160.300569,-23.389731 162.448324,-66.747328 -160.728521,-79.868987 -9.603173,-47.845729 6.933623,-15.160220 9.925830,17.695658 12.041371,50.432732 15.240583,82.341004 38.629765,63.932392 -176.452063,31.334968 -171.286152,-1.506390 -169.008370,-34.295850 -166.656471,-77.333335 -122.935654,-69.387796 31.319954,-36.985617 38.195924,-4.213233 40.633213,28.635080 42.855405,61.266355 47.451436,84.566072 179.761572,53.115118 -143.886181,20.400520 -140.436218,-12.456596 -138.310612,-45.166177 -135.493957
-27.020719 72.475175,-59.578093 76.763915,-85.765446 -167.044778,-55.067296 -114.493933,-22.455757 -110.835697,10.386567 -108.696448,43.174518 -105.987768,75.530816 -95.319021,71.094947 60.118015,38.618493 67.781066,5.805646 70.281807,-37.915880 103.440258,-70.299009 110.711360,-76.443437 -94.395774,-44.238268 -82.847170,-11.520754 -80.084475,21.336314 -77.952988,54.042637 -74.404838,85.225068 -30.836889,60.342531 94.336825,27.700437 98.763601,-5.149821 100.969494,-48.772314 134.741493,-80.728353 153.186693,-65.831473 -57.369548,-33.364541 -51.715291,-0.569591 -49.389285,32.268900 -47.089167,64.853570 -41.692868,81.509058 105.864109,49.503812 126.444032,16.759435 129.566565,-16.095536 131.680993,-59.578093 166.763915,-85.765446 -77.044778,-55.067296 -24.493933,-22.455757 -20.835697,10.386567 -18.696448,43.174518 -15.987768,75.530816 -5.319021,71.094947 150.118015,38.618493 157.781066,5.805646 160.281807,-27.020719 162.475175,-70.299009 -159.288640,-76.443437 -4.395774,-44.238268 7.152830,-11.520754 9.915525,21.336314 12.047012,54.042637 15.595162,85.225068 59.163111,60.342531 -175.663175,27.700437 -171.236399,-5.149821 -169.030506,-37.915880 -166.559742,-80.728353 -116.813307,-65.831473 32.630452,-33.364541 38.284709,-0.569591 40.610715,32.268900 42.910833,64.853570 48.307132,81.509058 -164.135891,49.503812 -143.555968,16.759435 -140.433435,-16.095536 -138.319007,-48.772314 -135.258507
-30.648376 72.520375,-63.156777 77.498305,-83.135315 -140.923958,-51.471165 -114.112164,-18.821053 -110.826766,14.029881 -108.708657,46.794210 -105.784477,78.995153 -90.833457,67.533747 61.691487,34.990119 67.884957,2.161312 70.260063,-41.531642 103.572677,-73.826354 112.855903,-72.945405 -91.374979,-40.625921 -82.682021,-7.879491 -80.100840,24.975061 -77.934380,57.646508 -73.935492,86.390748 17.607186,56.743975 94.919607,24.063361 98.794085,-8.792167 100.949936,-52.372972 135.051781,-83.886202 166.144036,-62.260859 -56.438819,-29.739587 -51.653443,3.074606 -49.412038,35.899737 -47.008349,68.428087 -40.497557,78.135385 113.066005,45.887495 126.694548,13.116927 129.559878,-19.732193 131.681527,-63.156777 167.498305,-83.135315 -50.923958,-51.471165 -24.112164,-18.821053 -20.826766,14.029881 -18.708657,46.794210 -15.784477,78.995153 -0.833457,67.533747 151.691487,34.990119 157.884957,2.161312 160.260063,-30.648376 162.520375,-73.826354 -157.144097,-72.945405 -1.374979,-40.625921 7.317979,-7.879491 9.899160,24.975061 12.065620,57.646508 16.064508,86.390748 107.607186,56.743975 -175.080393,24.063361 -171.205915,-8.792167 -169.050064,-41.531642 -166.427323,-83.886202 -103.855964,-62.260859 33.561181,-29.739587 38.346557,3.074606 40.587962,35.899737 42.991651,68.428087 49.502443,78.135385 -156.933995,45.887495 -143.305452,13.116927 -140.440122,-19.732193 -138.318473,-52.372972 -134.948219
-34.272388 72.588427,-66.724264 78.509178,-79.890783 -130.403293,-47.869080 -113.822580,-15.183788 -110.828703,17.672070 -108.713205,50.409331 -105.515984,82.320314 -82.205282,63.955612 62.787394,31.358502 67.958878,-1.482786 70.237203,-45.142801 103.750147,-77.310976 116.281153,-69.410774 -89.444774,-37.009060 -82.559327,-4.236833 -80.121222,28.611532 -77.899458,61.243085 -73.307851,84.583646 58.845059,53.138494 95.356793,20.424100 98.809152,-12.433018 100.934891,-55.967487 135.461195,-86.169928 -160.668423,-58.679816 -55.758430,-26.111064 -51.613228,6.718932 -49.433212,39.527243 -46.895833,71.983730 -38.762234,74.651698 116.965612,42.266735 126.883953,9.473395 129.546101,-23.366200 131.693627,-66.724264 168.509178,-79.890783 -40.403293,-47.869080 -23.822580,-15.183788 -20.828703,17.672070 -18.713205,50.409331 -15.515984,82.320314 7.794718,63.955612 152.787394,31.358502 157.958878,-1.482786 160.237203,-34.272388 162.588427,-77.310976 -153.718847,-69.410774 0.555226,-37.009060 7.440673,-4.236833 9.878778,28.611532 12.100542,61.243085 16.692149,84.583646 148.845059,53.138494 -174.643207,20.424100 -171.190848,-12.433018 -169.065109,-45.142801 -166.249853,-86.169928 -70.668423,-58.679816 34.241570,-26.111064 38.386772,6.718932 40.566788,39.527243 43.104167,71.983730 51.237766,74.651698 -153.034388,42.266735 -143.116047,9.473395 -140.453899,-23.366200 -138.306373,-55.967487 -134.538805
-37.892444 72.684951,-70.276068 79.945595,-76.465919 -125.175281,-44.261652 -113.602977,-11.544336 -110.838962,21.312736 -108.707638,54.019271 -105.162042,85.209560 -61.800151,60.365815 63.577884,27.723989 68.008770,-5.126223 70.215056,-48.748972 103.985174,-80.706855 122.377771,-65.854561 -88.131210,-33.388010 -82.470348,-0.593196 -80.143712,32.245370 -77.844177,64.830370 -72.453924,81.530267 75.043921,49.527222 95.687598,16.783026 98.812005,-16.071971 100.926446,-59.554881 136.005272,-85.777835 -108.065534,-55.090570 -55.251345,-22.479293 -51.590372,10.362964 -49.450924,43.151057 -46.743481,75.508134 -36.095368,71.117942 119.351106,38.641986 127.025705,5.829252 129.527365,-26.997209 131.720371,-70.276068 169.945595,-76.465919 -35.175281,-44.261652 -23.602977,-11.544336 -20.838962,21.312736 -18.707638,54.019271 -15.162042,85.209560 28.199849,60.365815 153.577884,27.723989 158.008770,-5.126223 160.215056,-37.892444 162.684951,-80.706855 -147.622229,-65.854561 1.868790,-33.388010 7.529652,-0.593196 9.856288,32.245370 12.155823,64.830370 17.546076,81.530267 165.043921,49.527222 -174.312402,16.783026 -171.187995,-16.071971 -169.073554,-48.748972 -166.014826,-85.777835 -18.065534,-55.090570 34.748655,-22.479293 38.409628,10.362964 40.549076,43.151057 43.256519,75.508134 53.904632,71.117942 -150.648894,38.641986 -142.974295,5.829252 -140.472635,-26.997209 -138.279629,-59.554881 -133.994728
-41.508234 72.817110,-73.803614 82.084197,-72.968205 -122.144895,-40.649336 -113.437519,-7.903083 -110.855294,24.951497 -108.689124,57.623185 -104.693559,86.393606 -13.514969,56.767309 64.161777,24.086929 68.039366,-8.768578 70.195475,-52.349667 104.294908,-83.867304 135.263119,-62.284025 -87.198513,-29.763080 -82.408344,3.050999 -80.166469,35.876228 -77.763542,68.404984 -71.261327,78.157695 82.278391,45.910935 95.938563,13.140526 98.805372,-19.708644 100.926915,-63.133628 136.738202,-83.155182 -81.779123,-51.494480 -54.868887,-18.844606 -51.581361,14.006284 -49.463175,46.770777 -46.540560,78.973022 -31.626461,67.556877 120.928501,35.013634 127.129813,2.184918 129.505634,-30.624889 131.765439,-73.803614 172.084197,-72.968205 -32.144895,-40.649336 -23.437519,-7.903083 -20.855294,24.951497 -18.689124,57.623185 -14.693559,86.393606 76.485031,56.767309 154.161777,24.086929 158.039366,-8.768578 160.195475,-41.508234 162.817110,-83.867304 -134.736881,-62.284025 2.801487,-29.763080 7.591656,3.050999 9.833531,35.876228 12.236458,68.404984 18.738673,78.157695 172.278391,45.910935 -174.061437,13.140526 -171.194628,-19.708644 -169.073085,-52.349667 -165.705092,-83.155182 8.220877,-51.494480 35.131113,-18.844606 38.418639,14.006284 40.536825,46.770777 43.459440,78.973022 58.373539,67.556877 -149.071499,35.013634 -142.870187,2.184918 -140.494366,-30.624889 -138.234561,-63.133628 -133.261798
-45.119425 72.994252,-77.288613 85.498064,-69.433750 -120.209527,-37.032503 -113.314580,-4.260433 -110.875656,28.587984 -108.654320,61.219814 -104.067129,84.601177 27.927487,53.161869 64.599762,20.447681 68.054522,-12.409439 70.180395,-55.944224 104.703581,-86.161600 168.253045,-58.703042 -86.516790,-26.134580 -82.368003,6.695326 -80.187659,39.503757 -77.651255,71.960780 -69.530463,74.674461 86.191749,42.290203 96.128317,9.496999 98.791634,-23.342669 100.938930,-66.701198 137.746894,-79.912572 -71.203615,-47.892431 -54.578786,-15.207357 -51.583236,17.648481 -49.467780,50.385929 -46.272547,82.299609 -23.039891,63.978832 122.026838,31.382036 127.203907,-1.459182 129.482776,-34.248925 131.833327,-77.288613 175.498064,-69.433750 -30.209527,-37.032503 -23.314580,-4.260433 -20.875656,28.587984 -18.654320,61.219814 -14.067129,84.601177 117.927487,53.161869 154.599762,20.447681 158.054522,-12.409439 160.180395,-45.119425 162.994252,-86.161600 -101.746955,-58.703042 3.483210,-26.134580 7.631997,6.695326 9.812341,39.503757 12.348745,71.960780 20.469537,74.674461 176.191749,42.290203 -173.871683,9.496999 -171.208366,-23.342669 -169.061070,-55.944224 -165.296419,-79.912572 18.796385,-47.892431 35.421214,-15.207357 38.416764,17.648481 40.532220,50.385929 43.727453,82.299609 66.960109,63.978832 -147.973162,31.382036 -142.796093,-1.459182 -140.517224,-34.248925 -138.166673,-66.701198 -132.253106
-48.725629 73.228858,-80.685348 91.569105,-65.877649 -118.892887,-33.411479 -113.225406,-0.616801 -110.898138,32.221841 -108.599186,64.807168 -103.214965,81.551465 44.223398,49.550631 64.931160,16.806617 68.057445,-16.048406 70.171900,-59.531669 105.246637,-85.790131 -139.087857,-55.113843 -86.008762,-22.502828 -82.345047,10.339361 -80.205400,43.127595 -77.499193,75.485451 -66.871643,71.140936 88.584165,38.665478 96.270342,5.852859 98.772923,-26.973699 100.965568,-70.253126 139.179859,-76.488398 -65.954875,-44.285036 -54.358786,-11.567917 -51.593449,21.289159 -49.462287,53.995905 -45.919241,85.193988 -2.762056,60.389099 122.818935,27.747541 127.253938,-5.102625 129.460618,-37.869008 131.929644,-80.685348 -178.430895,-65.877649 -28.892887,-33.411479 -23.225406,-0.616801 -20.898138,32.221841 -18.599186,64.807168 -13.214965,81.551465 134.223398,49.550631 154.931160,16.806617 158.057445,-16.048406 160.171900,-48.725629 163.228858,-85.790131 -49.087857,-55.113843 3.991238,-22.502828 7.654953,10.339361 9.794600,43.127595 12.500807,75.485451 23.128357,71.140936 178.584165,38.665478 -173.729658,5.852859 -171.227077,-26.973699 -169.034432,-59.531669 -164.753363,-76.488398 24.045125,-44.285036 35.641214,-11.567917 38.406551,21.289159 40.537713,53.995905 44.080759,85.193988 87.237944,60.389099 -147.181065,27.747541 -142.746062,-5.102625 -140.539382,-37.869008 -138.070356,-70.253126 -130.820141
-52.326362 73.538039,-83.848375 104.382985,-62.307190 -117.958218,-29.786573 -113.163246,3.027392 -110.920899,35.852719 -108.518734,68.381881 -102.025074,78.180000 51.490648,45.934375 65.182577,13.164125 68.050865,-19.685095 70.172302,-63.110478 105.978110,-83.175026 -112.634879,-51.517794 -85.625614,-18.868159 -82.335956,13.982687 -80.217693,46.747343 -77.296641,78.950886 -62.419308,67.580007 90.165494,35.037148 96.374667,2.208525 98.751206,-30.601401 101.010504,-73.780872 141.312542,-72.991003 -62.914855,-40.672750 -54.193018,-7.926674 -51.609748,24.927934 -49.443868,57.599861 -45.451620,86.396315 45.362306,56.790643 123.403941,24.110496 127.284646,-8.744988 129.441014,-41.484827 132.061546,-83.848375 -165.617015,-62.307190 -27.958218,-29.786573 -23.163246,3.027392 -20.920899,35.852719 -18.518734,68.381881 -12.025074,78.180000 141.490648,45.934375 155.182577,13.164125 158.050865,-19.685095 160.172302,-52.326362 163.538039,-83.175026 -22.634879,-51.517794 4.374386,-18.868159 7.664044,13.982687 9.782307,46.747343 12.703359,78.950886 27.580692,67.580007 -179.834506,35.037148 -173.625333,2.208525 -171.248794,-30.601401 -168.989496,-63.110478 -164.021890,-72.991003 27.085145,-40.672750 35.806982,-7.926674 38.390252,24.927934 40.556132,57.599861 44.548380,86.396315 135.362306,56.790643 -146.596059,24.110496 -142.715354,-8.744988 -140.558986,-41.484827 -137.938454,-73.780872 -128.687458
