-0.081521 -95.104381,26.357074 -74.861449,48.308518 -43.611234,54.319722 9.040407,38.365444 51.494925,13.342745 75.444542,-13.496867 94.575326,-38.453813 118.530391,-54.325035 160.911503,-48.350129 -146.589952,-26.485314 -115.352577,8.891153 -28.792745,34.526014 -6.419399,52.898907 32.001713,50.864996 86.091170,30.510772 120.721309,4.411445 141.872469,-22.233837 161.493181,-45.377539 -170.161572,-55.052293 -120.310979,-42.055671 -73.973940,-17.897407 -48.045407,17.750124 37.834017,41.982687 63.760056,55.051935 110.199441,45.320345 160.180592,22.095215 -171.470920,-4.573490 -151.853952,-30.627048 -130.696506,-50.892053 -96.093790,-52.913476 -42.169937,-34.628921 -3.796550,-9.050214 18.583292,26.357074 105.138551,48.308518 136.388766,54.319722 -170.959593,38.365444 -128.505075,13.342745 -104.555458,-13.496867 -85.424674,-38.453813 -61.469609,-54.325035 -19.088497,-48.350129 33.410048,-26.485314 64.647423,-0.081521 84.895619,34.526014 173.580601,52.898907 -147.998287,50.864996 -93.908830,30.510772 -59.278691,4.411445 -38.127531,-22.233837 -18.506819,-45.377539 9.838428,-55.052293 59.689021,-42.055671 106.026060,-17.897407 131.954593,8.891153 151.207255,41.982687 -116.239944,55.051935 -69.800559,45.320345 -19.819408,22.095215 8.529080,-4.573490 28.146048,-30.627048 49.303494,-50.892053 83.906210,-52.913476 137.830063,-34.628921 176.203450,-9.050214 -161.416708,17.750124 -142.165983
-30.448866 93.915009,-50.791252 128.361502,-52.988469 -177.747913,-34.799941 -139.202804,-9.245129 -116.761857,17.558823 -97.521449,41.830107 -71.690717,55.035078 -25.419212,45.458686 24.699760,22.283225 53.164799,-4.377548 72.803548,-38.291074 163.104342,-54.277232 -154.690998,-48.470754 -102.102559,-26.668665 -70.727898,-0.277800 -50.446077,26.173028 -30.236177,48.186408 0.877150,54.366528 53.435738,38.528416 96.067845,13.536253 120.095067,-13.303531 139.226038,-45.239224 -125.640800,-55.067640 -75.928551,-42.207035 -29.425753,-18.088249 -3.401245,8.696009 15.862284,34.354047 38.175184,52.822263 76.424040,50.965401 130.544283,30.689244 165.332199,4.607447 -173.470089,-22.046084 -153.870738,-50.791252 -51.638498,-52.988469 2.252087,-34.799941 40.797196,-9.245129 63.238143,17.558823 82.478551,41.830107 108.309283,55.035078 154.580788,45.458686 -155.300240,22.283225 -126.835201,-4.377548 -107.196452,-30.448866 -86.084991,-54.277232 25.309002,-48.470754 77.897441,-26.668665 109.272102,-0.277800 129.553923,26.173028 149.763823,48.186408 -179.122850,54.366528 -126.564262,38.528416 -83.932155,13.536253 -59.904933,-13.303531 -40.773962,-38.291074 -16.895658,-55.067640 104.071449,-42.207035 150.574247,-18.088249 176.598755,8.696009 -164.137716,34.354047 -141.824816,52.822263 -103.575960,50.965401 -49.455717,30.689244 -14.667801,4.607447 6.529911,-22.046084 26.129262,-45.239224 54.359200
-31.800666 95.204607,-51.534425 130.861776,-52.387562 -175.063825,-33.487576 -137.815315,-7.757510 -115.823492,19.014431 -96.492555,42.979863 -69.913406,55.128086 -22.384727,44.387352 26.642796,20.845741 54.242244,-5.870819 73.727321,-39.521058 164.688529,-54.608407 -151.764835,-47.530624 -99.920153,-25.265455 -69.569155,1.218822 -49.530299,27.571088 -29.054862,49.096396 3.125413,53.976594 56.332366,37.275292 97.609826,12.058697 121.064392,-14.775441 140.205551,-46.276802 -123.642522,-54.915512 -72.918983,-41.039691 -27.699575,-16.630075 -2.385652,10.182578 16.806802,35.656701 39.597807,53.376747 79.171374,50.175014 132.987259,29.321879 166.592733,3.112351 -172.549563,-23.473538 -152.774804,-51.534425 -49.138224,-52.387562 4.936175,-33.487576 42.184685,-7.757510 64.176508,19.014431 83.507445,42.979863 110.086594,55.128086 157.615273,44.387352 -153.357204,20.845741 -125.757756,-5.870819 -106.272679,-31.800666 -84.795393,-54.608407 28.235165,-47.530624 80.079847,-25.265455 110.430845,1.218822 130.469701,27.571088 150.945138,49.096396 -176.874587,53.976594 -123.667634,37.275292 -82.390174,12.058697 -58.935608,-14.775441 -39.794449,-39.521058 -15.311471,-54.915512 107.081017,-41.039691 152.300425,-16.630075 177.614348,10.182578 -163.193198,35.656701 -140.402193,53.376747 -100.828626,50.175014 -47.012741,29.321879 -13.407267,3.112351 7.450437,-23.473538 27.225196,-46.276802 56.357478
-33.135918 96.535558,-52.216931 133.445157,-51.721737 -172.458824,-32.156940 -136.472896,-6.267052 -114.892494,20.462525 -95.443468,44.096632 -68.065019,55.139005 -19.342038,43.279766 28.510618,19.399769 55.297018,-7.361939 74.656610,-40.724716 166.333213,-54.861602 -148.794755,-46.545568 -97.820450,-23.850966 -68.439554,2.715103 -48.613319,28.956301 -27.840212,49.955736 5.459432,53.512227 59.167892,35.999225 99.097037,10.576788 122.021774,-16.241706 141.199896,-47.273273 -121.564430,-54.683332 -69.939071,-39.843368 -26.038247,-15.165419 -1.387082,11.665542 17.761278,36.938568 41.071031,53.860419 81.989317,49.329690 135.344153,27.940260 167.816662,1.616249 -171.632027,-24.890866 -151.652559,-52.216931 -46.554843,-51.721737 7.541176,-32.156940 43.527104,-6.267052 65.107506,20.462525 84.556532,44.096632 111.934981,55.139005 160.657962,43.279766 -151.489382,19.399769 -124.702982,-7.361939 -105.343390,-33.135918 -83.464442,-54.861602 31.205245,-46.545568 82.179550,-23.850966 111.560446,2.715103 131.386681,28.956301 152.159788,49.955736 -174.540568,53.512227 -120.832108,35.999225 -80.902963,10.576788 -57.978226,-16.241706 -38.800104,-40.724716 -13.666787,-54.683332 110.060929,-39.843368 153.961753,-15.165419 178.612918,11.665542 -162.238722,36.938568 -138.928969,53.860419 -98.010683,49.329690 -44.655847,27.940260 -12.183338,1.616249 8.367973,-24.890866 28.347441,-47.273273 58.435570
-34.453276 97.910782,-52.835400 136.108645,-50.994343 -169.936259,-30.809409 -135.172594,-4.774300 -113.967396,21.902341 -94.372240,45.177856 -66.142264,55.067757 -16.304115,42.138530 30.306476,17.946085 56.331089,-8.850366 75.592875,-41.899971 168.041833,-55.035115 -145.791900,-45.518622 -95.801230,-22.426116 -67.336844,4.210517 -47.693725,30.327565 -26.589660,50.761047 7.879588,52.976251 61.934608,34.701934 100.532784,9.091121 122.968786,-17.701668 142.210795,-48.225638 -119.404175,-54.372674 -67.000219,-38.620181 -24.438328,-13.694946 -0.403795,13.144313 18.727275,38.197959 42.598139,54.270377 84.870551,48.432828 137.615105,26.545509 169.006586,0.119666 -170.716067,-26.297164 -150.501781,-52.835400 -43.891355,-50.994343 10.063741,-30.809409 44.827406,-4.774300 66.032604,21.902341 85.627760,45.177856 113.857736,55.067757 163.695885,42.138530 -149.693524,17.946085 -123.668911,-8.850366 -104.407125,-34.453276 -82.089218,-55.035115 34.208100,-45.518622 84.198770,-22.426116 112.663156,4.210517 132.306275,30.327565 153.410340,50.761047 -172.120412,52.976251 -118.065392,34.701934 -79.467216,9.091121 -57.031214,-17.701668 -37.789205,-41.899971 -11.958167,-54.372674 112.999781,-38.620181 155.561672,-13.694946 179.596205,13.144313 -161.272725,38.197959 -137.401861,54.270377 -95.129449,48.432828 -42.384895,26.545509 -10.993414,0.119666 9.283933,-26.297164 29.498219,-48.225638 60.595825
-35.751288 99.333322,-53.386562 138.847877,-50.208787 -167.498198,-29.446263 -133.911577,-3.279791 -113.046756,23.333074 -93.276839,46.220816 -64.142043,54.914847 -13.283796,40.966085 32.033759,16.485422 57.346345,-10.335545 76.537603,-43.044597 169.817821,-55.127751 -142.768292,-44.452679 -93.859834,-20.991767 -66.258876,5.704539 -46.770097,31.683702 -25.300515,51.508890 10.385289,52.371751 64.626285,33.385018 101.920273,7.602270 123.906965,-19.154640 143.240037,-49.130762 -117.159936,-53.985577 -64.112757,-37.372101 -22.896399,-12.219292 0.565888,14.618281 19.706406,39.433063 44.182501,54.604043 87.806313,47.487744 139.801112,25.138673 170.164986,-1.376875 -169.800277,-27.691472 -149.320141,-53.386562 -41.152123,-50.208787 12.501802,-29.446263 46.088423,-3.279791 66.953244,23.333074 86.723161,46.220816 115.857957,54.914847 166.716204,40.966085 -147.966241,16.485422 -122.653655,-10.335545 -103.462397,-35.751288 -80.666678,-55.127751 37.231708,-44.452679 86.140166,-20.991767 113.741124,5.704539 133.229903,31.683702 154.699485,51.508890 -169.614711,52.371751 -115.373715,33.385018 -78.079727,7.602270 -56.093035,-19.154640 -36.759963,-43.044597 -10.182179,-53.985577 115.887243,-37.372101 157.103601,-12.219292 -179.434112,14.618281 -160.293594,39.433063 -135.817499,54.604043 -92.193687,47.487744 -40.198888,25.138673 -9.835014,-1.376875 10.199723,-27.691472 30.679859,-49.130762 62.840064
-37.028396 100.806331,-53.867318 141.657051,-49.368473 -165.145553,-28.068698 -132.687135,-1.784055 -112.129149,24.753869 -92.155135,47.222634 -62.061553,54.681341 -10.293423,39.764716 33.695930,15.018480 58.344597,-11.816906 77.492317,-44.156216 171.664551,-55.138862 -139.736529,-43.350475 -91.993283,-19.548734 -65.203598,7.196631 -45.840996,33.023446 -23.969963,52.195813 12.974818,51.702001 67.238165,32.049966 103.262597,6.110796 124.837807,-20.599901 144.289483,-49.985392 -114.830557,-53.524488 -61.285747,-36.100966 -21.409096,-10.739071 1.523588,16.086815 20.700334,40.641928 45.827555,54.859227 90.786501,46.497640 141.903881,23.720737 171.294230,-2.872855 -168.883250,-29.072766 -148.105199,-53.867318 -38.342949,-49.368473 14.854447,-28.068698 47.312865,-1.784055 67.870851,24.753869 87.844865,47.222634 117.938447,54.681341 169.706577,39.764716 -146.304070,15.018480 -121.655403,-11.816906 -102.507683,-37.028396 -79.193669,-55.138862 40.263471,-43.350475 88.006717,-19.548734 114.796402,7.196631 134.159004,33.023446 156.030037,52.195813 -167.025182,51.702001 -112.761835,32.049966 -76.737403,6.110796 -55.162193,-20.599901 -35.710517,-44.156216 -8.335449,-53.524488 118.714253,-36.100966 158.590904,-10.739071 -178.476412,16.086815 -159.299666,40.641928 -134.172445,54.859227 -89.213499,46.497640 -38.096119,23.720737 -8.705770,-2.872855 11.116750,-29.072766 31.894801,-49.985392 65.169443
-38.282926 102.333065,-54.274807 144.528902,-48.476763 -162.878227,-26.677827 -131.496679,-0.287614 -111.213161,26.163820 -91.004899,48.180281 -59.898393,54.368834 -7.344519,38.536554 35.296465,13.545926 59.327587,-13.293862 78.458580,-45.232291 173.585273,-55.068371 -136.709438,-42.214589 -90.198374,-18.097788 -64.169046,8.686251 -44.904961,34.345440 -22.595066,52.818400 15.645191,50.970395 69.766900,30.698161 104.562726,4.617247 125.762781,-22.036692 145.361077,-50.786186 -112.415695,-52.992188 -58.526845,-34.808484 -19.973139,-9.254874 2.470881,17.549255 21.710787,41.822464 47.536775,55.034199 93.799865,45.465585 143.925683,22.292622 172.396574,-4.367750 -167.963576,-30.439950 -146.854398,-54.274807 -35.471098,-48.476763 17.121773,-26.677827 48.503321,-0.287614 68.786839,26.163820 88.995101,48.180281 120.101607,54.368834 172.655481,38.536554 -144.703535,13.545926 -120.672413,-13.293862 -101.541420,-38.282926 -77.666935,-55.068371 43.290562,-42.214589 89.801626,-18.097788 115.830954,8.686251 135.095039,34.345440 157.404934,52.818400 -164.354809,50.970395 -110.233100,30.698161 -75.437274,4.617247 -54.237219,-22.036692 -34.638923,-45.232291 -6.414727,-52.992188 121.473155,-34.808484 160.026861,-9.254874 -177.529119,17.549255 -158.289213,41.822464 -132.463225,55.034199 -86.200135,45.465585 -36.074317,22.292622 -7.603426,-4.367750 12.036424,-30.439950 33.145602,-50.786186 67.584305
-39.513076 103.916867,-54.606487 147.454742,-47.536938 -160.695273,-25.274694 -130.337737,1.209009 -110.297387,27.561961 -89.823794,49.090590 -57.650688,53.979396 -4.447519,37.283586 36.838816,12.068401 60.296996,-14.765807 79.438001,-46.270129 175.583037,-54.916771 -133.699715,-41.047442 -88.471760,-16.639658 -63.153335,10.172841 -43.960502,35.648225 -21.172764,53.373339 18.392041,50.180380 72.210439,29.330893 105.823509,3.122158 126.683331,-23.464210 146.456845,-51.529746 -109.915973,-52.391717 -55.842253,-33.496243 -18.585344,-7.767275 3.409300,19.004910 22.739554,42.972428 49.313632,55.127743 96.834253,44.394498 145.869223,20.855195 173.474174,-5.861033 -167.039833,-31.791854 -145.565062,-54.606487 -32.545258,-47.536938 19.304727,-25.274694 49.662263,1.209009 69.702613,27.561961 90.176206,49.090590 122.349312,53.979396 175.552481,37.283586 -143.161184,12.068401 -119.703004,-14.765807 -100.561999,-39.513076 -76.083133,-54.916771 46.300285,-41.047442 91.528240,-16.639658 116.846665,10.172841 136.039498,35.648225 158.827236,53.373339 -161.607959,50.180380 -107.789561,29.330893 -74.176491,3.122158 -53.316669,-23.464210 -33.543155,-46.270129 -4.416963,-52.391717 124.157747,-33.496243 161.414656,-7.767275 -176.590700,19.004910 -157.260446,42.972428 -130.686368,55.127743 -83.165747,44.394498 -34.130777,20.855195 -6.525826,-5.861033 12.960167,-31.791854 34.434938,-51.529746 70.084027
-40.716913 105.561143,-54.860199 150.424569,-46.552167 -158.595035,-23.860276 -129.207952,2.705293 -109.380419,28.947262 -88.609372,49.950273 -55.317234,53.515509 -1.611566,36.007664 38.326375,10.586519 61.254450,-16.232111 80.432243,-47.266879 177.660597,-54.685112 -130.719570,-39.851302 -86.810018,-15.175043 -62.154659,11.655830 -43.006097,36.930233 -19.699882,53.857484 21.209543,49.335405 74.567898,27.949364 107.047669,1.626062 127.600882,-24.881607 147.578911,-52.212661 -107.333129,-51.726307 -53.236721,-32.165722 -17.242639,-6.276833 4.340342,20.453055 23.788503,44.089422 51.161541,55.139201 99.876931,43.287141 147.737527,19.409277 174.529090,-7.352169 -166.110585,-33.127219 -144.234392,-54.860199 -29.575431,-46.552167 21.404965,-23.860276 50.792048,2.705293 70.619581,28.947262 91.390628,49.950273 124.682766,53.515509 178.388434,36.007664 -141.673625,10.586519 -118.745550,-16.232111 -99.567757,-40.716913 -74.438857,-54.685112 49.280430,-39.851302 93.189982,-15.175043 117.845341,11.655830 136.993903,36.930233 160.300118,53.857484 -158.790457,49.335405 -105.432102,27.949364 -72.952331,1.626062 -52.399118,-24.881607 -32.421089,-47.266879 -2.339403,-51.726307 126.763279,-32.165722 162.757361,-6.276833 -175.659658,20.453055 -156.211497,44.089422 -128.838459,55.139201 -80.123069,43.287141 -32.262473,19.409277 -5.470910,-7.352169 13.889415,-33.127219 35.765608,-52.212661 72.666871
-41.892361 107.269332,-55.034239 153.427247,-45.525487 -156.575295,-22.435491 -128.105072,4.200715 -108.460848,30.318621 -87.359063,50.755950 -52.897643,52.979992 1.155623,34.710506 39.762449,9.100874 62.201526,-17.692116 81.443028,-48.219544 179.820306,-54.374962 -127.780414,-38.628285 -85.209707,-13.704606 -61.171277,13.134631 -42.040181,38.189778 -18.173138,54.267935 24.090389,48.438870 76.839411,26.554695 108.237808,0.129480 128.516848,-26.287980 148.729494,-52.831560 -104.670154,-50.999306 -50.713608,-30.818298 -15.942071,-4.784095 5.265473,21.892928 24.859578,45.170888 53.083798,55.068492 102.914927,42.146118 149.533846,17.955640 175.563291,-8.840616 -165.174371,-34.444699 -142.859467,-55.034239 -26.572753,-45.525487 23.424705,-22.435491 51.894928,4.200715 71.539152,30.318621 92.640937,50.755950 127.102357,52.979992 -178.844377,34.710506 -140.237551,9.100874 -117.798474,-17.692116 -98.556972,-41.892361 -72.730668,-54.374962 52.219586,-38.628285 94.790293,-13.704606 118.828723,13.134631 137.959819,38.189778 161.826862,54.267935 -155.909611,48.438870 -103.160589,26.554695 -71.762192,0.129480 -51.483152,-26.287980 -31.270506,-48.219544 -0.179694,-50.999306 129.286392,-30.818298 164.057929,-4.784095 -174.734527,21.892928 -155.140422,45.170888 -126.916202,55.068492 -77.085073,42.146118 -30.466154,17.955640 -4.436709,-8.840616 14.825629,-34.444699 37.140533,-52.831560 75.329846
-43.037196 109.044868,-55.127408 156.450760,-44.459790 -154.633398,-21.001202 -127.026949,5.694747 -107.537251,31.674861 -86.070180,51.504181 -50.392498,52.375931 3.847809,33.393714 41.150245,7.612042 63.139758,-19.145136 82.472143,-49.124988 -177.936010,-53.988359 -124.892584,-37.380362 -83.667409,-12.228984 -60.201511,14.608633 -41.061142,39.425047 -16.589163,54.602109 27.025825,47.494091 79.025970,25.147936 109.396407,-1.367063 129.432635,-27.682370 149.910924,-53.383174 -101.931401,-50.214120 -48.274988,-29.455250 -14.680805,-3.289596 6.186137,23.323724 25.954814,46.214108 55.083501,54.916113 105.935402,40.973870 151.261568,16.495021 176.578664,-10.325818 -164.229703,-35.742842 -141.437247,-55.127408 -23.549240,-44.459790 25.366602,-21.001202 52.973051,5.694747 72.462749,31.674861 93.929820,51.504181 129.607502,52.375931 -176.152191,33.393714 -138.849755,7.612042 -116.860242,-19.145136 -97.527857,-43.037196 -70.955132,-53.988359 55.107416,-37.380362 96.332591,-12.228984 119.798489,14.608633 138.938858,39.425047 163.410837,54.602109 -152.974175,47.494091 -100.974030,25.147936 -70.603593,-1.367063 -50.567365,-27.682370 -30.089076,-49.124988 2.063990,-50.214120 131.725012,-29.455250 165.319195,-3.289596 -173.813863,23.323724 -154.045186,46.214108 -124.916499,54.916113 -74.064598,40.973870 -28.738432,16.495021 -3.421336,-10.325818 15.770297,-35.742842 38.562753,-53.383174 78.068599
-44.149039 110.891123,-55.139055 159.482511,-43.357815 -152.766367,-19.558223 -125.971529,7.186854 -106.608190,33.014717 -84.739909,52.191514 -47.803510,51.706598 6.460226,32.058776 42.492855,6.120584 64.070643,-20.590451 83.521451,-49.979960 -175.607191,-53.527747 -122.065151,-36.109373 -82.179759,-10.748791 -59.243737,16.077205 -40.067316,40.634091 -14.944519,54.857813 30.005757,46.504273 81.129279,23.730069 110.525834,-2.863049 130.349649,-29.063753 151.125640,-53.864401 -99.122663,-49.374154 -45.921782,-28.077775 -13.456131,-1.793866 7.103760,24.744587 27.076339,47.216205 57.163456,54.683131 108.926011,39.772683 152.924155,15.028118 177.577022,-11.807205 -163.275060,-37.020093 -139.964580,-55.139055 -20.517489,-43.357815 27.233633,-19.558223 54.028471,7.186854 73.391810,33.014717 95.260091,52.191514 132.196490,51.706598 -173.539774,32.058776 -137.507145,6.120584 -115.929357,-20.590451 -96.478549,-44.149039 -69.108877,-53.527747 57.934849,-36.109373 97.820241,-10.748791 120.756263,16.077205 139.932684,40.634091 165.055481,54.857813 -149.994243,46.504273 -98.870721,23.730069 -69.474166,-2.863049 -49.650351,-29.063753 -28.874360,-49.979960 4.392809,-49.374154 134.078218,-28.077775 166.543869,-1.793866 -172.896240,24.744587 -152.923661,47.216205 -122.836544,54.683131 -71.073989,39.772683 -27.075845,15.028118 -2.422978,-11.807205 16.724940,-37.020093 40.035420,-53.864401 80.877337
-45.225356 112.811350,-55.069098 162.509674,-42.222141 -150.970999,-18.107326 -124.936847,8.676492 -105.672205,34.336832 -83.365313,52.814534 -45.133655,50.975386 8.989514,30.707077 43.793251,4.627046 64.995651,-22.027299 84.592893,-50.781118 -173.192888,-52.995903 -119.305781,-34.817025 -80.743475,-9.264618 -58.296381,17.539686 -39.056978,41.814820 -13.235730,55.033316 33.018942,45.472483 83.151603,22.302018 111.628348,-4.357953 131.269302,-30.431034 152.376197,-54.272380 -96.251197,-48.482771 -43.653899,-26.686988 -12.265460,-0.297428 8.019754,26.154612 28.226380,48.174152 59.326068,54.371136 111.875222,38.544690 154.525083,13.555599 178.560107,-13.284193 -162.308878,-38.274777 -138.438209,-55.069098 -17.490326,-42.222141 29.029001,-18.107326 55.063153,8.676492 74.327795,34.336832 96.634687,52.814534 134.866345,50.975386 -171.010486,30.707077 -136.206749,4.627046 -115.004349,-22.027299 -95.407107,-45.225356 -67.188650,-52.995903 60.694219,-34.817025 99.256525,-9.264618 121.703619,17.539686 140.943022,41.814820 166.764270,55.033316 -146.981058,45.472483 -96.848397,22.302018 -68.371652,-4.357953 -48.730698,-30.431034 -27.623803,-50.781118 6.807112,-48.482771 136.346101,-26.686988 167.734540,-0.297428 -171.980246,26.154612 -151.773620,48.174152 -120.673932,54.371136 -68.124778,38.544690 -25.474917,13.555599 -1.439893,-13.284193 17.691122,-38.274777 41.561791,-54.272380 83.748803
-46.263454 114.808599,-54.918028 165.519552,-41.055193 -149.243947,-16.649242 -123.921019,10.163104 -104.727807,35.639748 -81.943332,53.369927 -42.387289,50.185743 11.433615,29.339907 45.054283,3.131966 65.916226,-23.454881 85.688496,-51.525064 -170.693718,-52.395870 -116.620685,-33.504909 -79.355375,-7.777040 -57.357908,18.995388 -38.028336,42.964992 -11.459328,55.127397 36.053234,44.401642 85.095646,20.864650 112.706104,-5.851247 132.193012,-31.783041 153.665272,-54.604564 -93.325680,-47.543251 -41.470396,-25.283933 -11.106320,1.199196 8.935525,27.552833 29.407274,49.084782 61.573214,53.982195 114.772593,37.291879 156.067804,12.078104 179.529600,-14.756173 -161.329548,-39.505093 -136.854793,-54.918028 -14.480448,-41.055193 30.756053,-16.649242 56.078981,10.163104 75.272193,35.639748 98.056668,53.369927 137.612711,50.185743 -168.566385,29.339907 -134.945717,3.131966 -114.083774,-23.454881 -94.311504,-46.263454 -65.191401,-52.395870 63.379315,-33.504909 100.644625,-7.777040 122.642092,18.995388 141.971664,42.964992 168.540672,55.127397 -143.946766,44.401642 -94.904354,20.864650 -67.293896,-5.851247 -47.806988,-31.783041 -26.334728,-51.525064 9.306282,-47.543251 138.529604,-25.283933 168.893680,1.199196 -171.064475,27.552833 -150.592726,49.084782 -118.426786,53.982195 -65.227407,37.291879 -23.932196,12.078104 -0.470400,-14.756173 18.670452,-39.505093 43.145207,-54.604564 86.674320
-47.260483 116.885628,-54.686889 168.499929,-39.859235 -147.581791,-15.184667 -122.922236,11.646119 -103.773472,36.921898 -80.470792,53.854546 -39.570228,49.341117 13.791639,27.958467 46.278675,1.635874 66.833792,-24.872347 86.810382,-52.208388 -168.111411,-51.730875 -114.014621,-32.174503 -78.012384,-6.286615 -56.426823,20.443585 -36.979526,44.082210 -9.611896,55.139394 39.095900,43.294515 86.964434,19.418784 113.761162,-7.342399 133.122220,-33.118520 154.995661,-54.858794 -90.356106,-46.558764 -39.369622,-23.869586 -9.976351,2.695484 9.852481,28.938222 30.621470,49.944808 63.906103,53.518787 117.608974,36.016101 157.555711,10.596249 -179.512873,-16.222515 -160.335409,-40.709110 -135.210924,-54.686889 -11.500071,-39.859235 32.418209,-15.184667 57.077764,11.646119 76.226528,36.921898 99.529208,53.854546 140.429772,49.341117 -166.208361,27.958467 -133.721325,1.635874 -113.166208,-24.872347 -93.189618,-47.260483 -63.114372,-51.730875 65.985379,-32.174503 101.987616,-6.286615 123.573177,20.443585 143.020474,44.082210 170.388104,55.139394 -140.904100,43.294515 -93.035566,19.418784 -66.238838,-7.342399 -46.877780,-33.118520 -25.004339,-52.208388 11.888589,-46.558764 140.630378,-23.869586 170.023649,2.695484 -170.147519,28.938222 -149.378530,49.944808 -116.093897,53.518787 -62.391026,36.016101 -22.444289,10.596249 0.487127,-16.222515 19.664591,-40.709110 44.789076,-54.858794 89.643894
