-0.081521 -95.104381,26.357074 -74.861449,48.308518 -43.611234,54.319722 9.040407,38.365444 51.494925,13.342745 75.444542,-13.496867 94.575326,-38.453813 118.530391,-54.325035 160.911503,-48.350129 -146.589952,-26.485314 -115.352577,8.891153 -28.792745,34.526014 -6.419399,52.898907 32.001713,50.864996 86.091170,30.510772 120.721309,4.411445 141.872469,-22.233837 161.493181,-45.377539 -170.161572,-55.052293 -120.310979,-42.055671 -73.973940,-17.897407 -48.045407,17.750124 37.834017,41.982687 63.760056,55.051935 110.199441,45.320345 160.180592,22.095215 -171.470920,-4.573490 -151.853952,-30.627048 -130.696506,-50.892053 -96.093790,-52.913476 -42.169937,-34.628921 -3.796550,-9.050214 18.583292,26.357074 105.138551,48.308518 136.388766,54.319722 -170.959593,38.365444 -128.505075,13.342745 -104.555458,-13.496867 -85.424674,-38.453813 -61.469609,-54.325035 -19.088497,-48.350129 33.410048,-26.485314 64.647423,-0.081521 84.895619,34.526014 173.580601,52.898907 -147.998287,50.864996 -93.908830,30.510772 -59.278691,4.411445 -38.127531,-22.233837 -18.506819,-45.377539 9.838428,-55.052293 59.689021,-42.055671 106.026060,-17.897407 131.954593,8.891153 151.207255,41.982687 -116.239944,55.051935 -69.800559,45.320345 -19.819408,22.095215 8.529080,-4.573490 28.146048,-30.627048 49.303494,-50.892053 83.906210,-52.913476 137.830063,-34.628921 176.203450,-9.050214 -161.416708,17.750124 -142.165983
-54.855972 148.082549,-46.571953 -160.918809,-23.888204 -131.513152,2.675865 -111.681720,28.920141 -90.916841,49.933871 -57.647211,53.525335 -3.949957,36.032974 36.014377,10.615709 58.952479,-16.203324 78.129288,-40.693498 103.244949,-54.690432 -133.061078,-39.875099 -89.125346,-15.203913 -64.457394,11.626695 -45.308220,36.905224 -22.012607,53.848661 18.870238,49.352535 72.239111,27.976672 104.740682,1.655499 125.299610,-24.853827 145.273328,-47.247686 175.335700,-51.740002 -55.570433,-32.192064 -19.551879,-6.306177 2.038846,20.424644 21.484419,44.067782 48.841240,55.139769 97.533836,43.309258 145.418237,19.437798 172.225302,-7.322860 -168.412170,-33.101118 -146.544227,-52.199833 -109.667965,-46.571953 19.081191,-23.888204 48.486848,2.675865 68.318280,28.920141 89.083159,49.933871 122.352789,53.525335 176.050043,36.032974 -143.985623,10.615709 -121.047521,-16.203324 -101.870712,-40.693498 -76.755051,-54.855972 -31.917451,-39.875099 90.874654,-15.203913 115.542606,11.626695 134.691780,36.905224 157.987393,53.848661 -161.129762,49.352535 -107.760889,27.976672 -75.259318,1.655499 -54.700390,-24.853827 -34.726672,-47.247686 -4.664300,-54.690432 46.938922,-32.192064 160.448121,-6.306177 -177.961154,20.424644 -158.515581,44.067782 -131.158760,55.139769 -82.466164,43.309258 -34.581763,19.437798 -7.774698,-7.322860 11.587830,-33.101118 33.455773,-52.199833 70.332035,-51.740002 124.429567
-55.031592 151.084695,-45.546069 -158.897509,-22.463614 -130.409764,4.171309 -110.762214,30.291786 -89.667265,50.740643 -55.229312,52.991199 -1.181350,34.736218 37.451433,9.130132 59.899744,-17.663460 79.139731,-41.869525 104.951849,-54.381808 -130.121012,-38.652590 -87.523860,-13.733584 -63.473727,13.105584 -44.342545,38.165228 -20.486955,54.260588 21.749918,48.456982 74.512307,26.582251 105.931466,0.158923 126.215594,-26.260426 146.423328,-48.201248 177.493774,-51.014180 -53.045674,-30.844959 -18.250509,-4.813479 2.964080,21.864688 22.555040,45.149973 50.762004,55.070673 100.572049,42.168873 147.215940,17.984306 173.259892,-8.811364 -167.476107,-34.418963 -145.170202,-52.820023 -107.006529,-45.546069 21.102491,-22.463614 49.590236,4.171309 69.237786,30.291786 90.332735,50.740643 124.770688,52.991199 178.818650,34.736218 -142.548567,9.130132 -120.100256,-17.663460 -100.860269,-41.869525 -75.048151,-55.031592 -28.915305,-38.652590 92.476140,-13.733584 116.526273,13.105584 135.657455,38.165228 159.513045,54.260588 -158.250082,48.456982 -105.487693,26.582251 -74.068534,0.158923 -53.784406,-26.260426 -33.576672,-48.201248 -2.506226,-54.381808 49.878988,-30.844959 161.749491,-4.813479 -177.035920,21.864688 -157.444960,45.149973 -129.237996,55.070673 -79.427951,42.168873 -32.784060,17.984306 -6.740108,-8.811364 12.523893,-34.418963 34.829798,-52.820023 72.993471,-51.014180 126.954326
-55.126360 154.107918,-44.481113 -156.954109,-21.029504 -129.331175,5.665374 -109.838710,31.648335 -88.379167,51.490038 -52.725837,52.388455 1.512362,33.419798 38.840148,7.641358 60.838135,-19.116624 80.168468,-43.014985 106.726026,-53.996687 -127.232081,-37.405140 -85.980453,-12.258058 -62.503709,14.579687 -43.363781,39.400993 -18.904139,54.596285 24.684373,47.513122 76.700524,25.175720 107.090662,-1.337627 127.131371,-27.655062 147.604128,-49.107651 179.735792,-50.230105 -50.605381,-29.482207 -16.988497,-3.319010 3.884818,23.295670 23.649780,46.193972 52.760156,54.919893 103.592990,40.997217 148.944978,16.523817 174.275618,-10.296635 -166.531620,-35.717501 -143.748943,-53.372991 -104.269216,-44.481113 23.045891,-21.029504 50.668825,5.665374 70.161290,31.648335 91.620833,51.490038 127.274163,52.388455 -178.487638,33.419798 -141.159852,7.641358 -119.161865,-19.116624 -99.831532,-43.014985 -73.273974,-55.126360 -25.892082,-37.405140 94.019547,-12.258058 117.496291,14.579687 136.636219,39.400993 161.095861,54.596285 -155.315627,47.513122 -103.299476,25.175720 -72.909338,-1.337627 -52.868629,-27.655062 -32.395872,-49.107651 -0.264208,-53.996687 52.767919,-29.482207 163.011503,-3.319010 -176.115182,23.295670 -156.350220,46.193972 -127.239844,54.919893 -76.407010,40.997217 -31.055022,16.523817 -5.724382,-10.296635 13.468380,-35.717501 36.251057,-53.372991 75.730784,-50.230105 129.394619
-55.139614 157.139630,-43.379826 -155.085635,-19.586689 -128.275327,7.157524 -108.909771,32.988526 -87.049738,52.178602 -50.138474,51.720373 4.126385,32.085203 40.183617,6.149946 61.769150,-20.562097 81.217360,-44.127501 108.570859,-53.537504 -124.403381,-36.134587 -84.491760,-10.777949 -61.545715,16.048371 -42.370262,40.610573 -17.260721,54.853551 27.663535,46.524159 78.805449,23.758063 108.220641,-2.833628 128.048347,-29.036710 148.818165,-49.963648 -177.937070,-49.391185 -48.250492,-28.105005 -15.763129,-1.823298 4.802487,24.716737 24.770766,47.196907 54.838508,54.688482 106.584300,39.796578 150.608812,15.057031 175.274293,-11.778104 -165.577188,-36.995179 -142.277299,-53.855631 -101.461790,-43.379826 24.914365,-19.586689 51.724673,7.157524 71.090229,32.988526 92.950262,52.178602 129.861526,51.720373 -175.873615,32.085203 -139.816383,6.149946 -118.230850,-20.562097 -98.782640,-44.127501 -71.429141,-55.139614 -22.860370,-36.134587 95.508240,-10.777949 118.454285,16.048371 137.629738,40.610573 162.739279,54.853551 -152.336465,46.524159 -101.194551,23.758063 -71.779359,-2.833628 -51.951653,-29.036710 -31.181835,-49.963648 2.062930,-53.537504 55.596619,-28.105005 164.236871,-1.823298 -175.197513,24.716737 -155.229234,47.196907 -125.161492,54.688482 -73.415700,39.796578 -29.391188,15.057031 -4.725707,-11.778104 14.422812,-36.995179 37.722701,-53.855631 78.538210,-49.391185 131.749508
-55.071259 160.167007,-42.244792 -153.288889,-18.135940 -127.240255,8.647215 -107.973936,34.311003 -85.676043,52.802920 -47.470173,50.990345 6.657332,30.733821 41.484816,4.656444 62.694260,-21.999120 82.288347,-45.204542 110.489600,-53.007034 -121.642607,-34.842644 -83.054497,-9.293849 -60.598168,17.510979 -41.360266,41.791880 -15.553229,55.030645 30.676180,45.493166 80.829342,22.330203 109.323663,-4.328558 128.967934,-30.404280 150.067992,-50.765898 -175.524447,-48.500781 -45.980937,-26.714470 -14.571813,-0.326870 5.718499,26.126984 25.920225,48.155753 56.999473,54.378023 109.534431,38.569093 152.210920,13.584617 176.257662,-13.255184 -164.611248,-38.250323 -140.752017,-54.265077 -98.591478,-42.244792 26.711111,-18.135940 52.759745,8.647215 72.026064,34.311003 94.323957,52.802920 132.529827,50.990345 -173.342668,30.733821 -138.515184,4.656444 -117.305740,-21.999120 -97.711653,-45.204542 -69.510400,-55.071259 -19.832993,-34.842644 96.945503,-9.293849 119.401832,17.510979 138.639734,41.791880 164.446771,55.030645 -149.323820,45.493166 -99.170658,22.330203 -70.676337,-4.328558 -51.032066,-30.404280 -29.932008,-50.765898 4.475553,-53.007034 58.357393,-26.714470 165.428187,-0.326870 -174.281501,26.126984 -154.079775,48.155753 -123.000527,54.378023 -70.465569,38.569093 -27.789080,13.584617 -3.742338,-13.255184 15.388752,-38.250323 39.247983,-54.265077 81.408522,-48.500781 134.019063
-54.921776 163.177345,-41.078436 -151.560527,-16.677990 -126.224074,10.133892 -107.029718,35.614312 -84.255024,53.359674 -44.725261,50.201819 9.103121,29.366943 42.746596,3.161389 63.614908,-23.426893 83.383455,-46.243419 112.485306,-52.408311 -118.955999,-33.530902 -81.665479,-7.806333 -59.659536,18.966821 -40.332002,42.942675 -13.778190,55.126336 33.710178,44.423067 82.774897,20.893010 110.401885,-5.821890 129.891551,-31.756600 151.356282,-51.511003 -173.026933,-47.562177 -43.795788,-25.311646 -13.412075,1.169755 6.634261,27.525448 27.100489,49.067345 59.244941,53.990573 112.432914,37.316752 153.754753,12.107214 177.227406,-14.727268 -163.632193,-39.481137 -139.169755,-54.598775 -95.666932,-41.078436 28.439473,-16.677990 53.775926,10.133892 72.970282,35.614312 95.744976,53.359674 135.274739,50.201819 -170.896879,29.366943 -137.253404,3.161389 -116.385092,-23.426893 -96.616545,-46.243419 -67.514694,-54.921776 -16.822655,-33.530902 98.334521,-7.806333 120.340464,18.966821 139.667998,42.942675 166.221810,55.126336 -146.289822,44.423067 -97.225103,20.893010 -69.598115,-5.821890 -50.108449,-31.756600 -28.643718,-51.511003 6.973067,-52.408311 61.044001,-25.311646 166.587925,1.169755 -173.365739,27.525448 -152.899511,49.067345 -120.755059,53.990573 -67.567086,37.316752 -26.245247,12.107214 -2.772594,-14.727268 16.367807,-39.481137 40.830245,-54.598775 84.333068,-47.562177 136.204212
-54.692199 166.158416,-39.883028 -149.897128,-15.213536 -125.224973,11.616983 -106.075593,36.896886 -82.783510,53.845714 -41.909525,49.358241 11.462841,27.985773 43.971683,1.665312 64.532519,-24.844566 84.504803,-47.241285 114.560741,-51.744562 -116.348344,-32.200843 -80.321630,-6.315959 -58.728320,20.415173 -39.283607,44.060566 -11.932187,55.139951 36.752804,43.316627 84.645134,19.447304 111.457371,-7.313090 130.820636,-33.092416 152.685831,-52.195551 -170.446237,-46.578545 -41.693407,-23.897512 -12.281555,2.666055 7.551180,28.911099 28.314005,49.928399 61.576138,53.528604 115.270574,36.041409 155.243707,10.625438 178.185154,-16.193728 -162.638362,-40.685691 -137.527109,-54.854556 -92.698121,-39.883028 30.102872,-15.213536 54.775027,11.616983 73.924407,36.896886 97.216490,53.845714 138.090475,49.358241 -168.537159,27.985773 -136.028317,1.665312 -115.467481,-24.844566 -95.495197,-47.241285 -65.439259,-54.692199 -13.841584,-32.200843 99.678370,-6.315959 121.271680,20.415173 140.716393,44.060566 168.067813,55.139951 -143.247196,43.316627 -95.354866,19.447304 -68.542629,-7.313090 -49.179364,-33.092416 -27.314169,-52.195551 9.553763,-51.744562 63.651656,-23.897512 167.718445,2.666055 -172.448820,28.911099 -151.685995,49.928399 -118.423862,53.528604 -64.729426,36.041409 -24.756293,10.625438 -1.814846,-16.193728 17.361638,-40.685691 42.472891,-54.854556 87.301879,-46.578545 138.306593
-54.384084 169.098784,-38.660690 -148.295249,-13.743243 -124.241212,13.095901 -105.109999,38.157043 -81.258222,54.258133 -39.030234,48.463016 13.736599,26.591435 45.162682,0.168737 65.448509,-26.251241 85.654609,-48.195145 116.718270,-51.019133 -113.823037,-30.853845 -79.019992,-4.823273 -57.803052,21.855274 -38.213138,45.142998 -10.011920,55.071393 39.791088,42.176455 86.443298,17.993861 112.492090,-8.801614 131.756649,-34.410382 154.059557,-52.816172 -167.785314,-45.552926 -39.671587,-22.472988 -11.177997,4.161507 8.470665,30.282839 29.563338,50.735536 63.993473,52.994928 118.039652,34.744787 156.681090,9.139885 179.132482,-17.653907 -161.628033,-41.861911 -135.820640,-55.030703 -89.696154,-38.660690 31.704751,-13.743243 55.758788,13.095901 74.890001,38.157043 98.741778,54.258133 140.969766,48.463016 -166.263401,26.591435 -134.837318,0.168737 -114.551491,-26.251241 -94.345391,-48.195145 -63.281730,-54.384084 -10.901216,-30.853845 100.980008,-4.823273 122.196948,21.855274 141.786862,45.142998 169.988080,55.071393 -140.208912,42.176455 -93.556702,17.993861 -67.507910,-8.801614 -48.243351,-34.410382 -25.940443,-52.816172 12.214686,-51.019133 66.176963,-22.472988 168.822003,4.161507 -171.529335,30.282839 -150.436662,50.735536 -116.006527,52.994928 -61.960348,34.744787 -23.318910,9.139885 -0.867518,-17.653907 18.371967,-41.861911 44.179360,-55.030703 90.303846,-45.552926 140.328413
-53.999456 171.988081,-37.413397 -146.751472,-12.267749 -123.271110,14.570037 -104.131325,39.392973 -79.675792,54.594337 -36.096108,47.519461 15.925368,25.184980 46.322078,-1.327815 66.364283,-27.645958 86.835199,-49.101868 118.959733,-50.235429 -111.382185,-29.491192 -77.757731,-3.328814 -56.882289,23.286318 -37.118562,46.187257 -8.014286,54.921145 42.812183,41.004997 88.172776,16.533416 113.507934,-10.286908 132.701075,-35.709053 155.480496,-53.369591 -165.048481,-44.488217 -37.727686,-21.038937 -10.099252,5.655582 9.394138,31.639491 30.851174,51.485318 66.496390,52.392623 120.733873,33.428491 158.070111,7.651129 -179.929074,-19.107120 -160.599422,-43.007578 -134.046915,-55.126004 -86.673029,-37.413397 33.248528,-12.267749 56.728890,14.570037 75.868675,39.392973 100.324208,54.594337 143.903892,47.519461 -164.074632,25.184980 -133.677922,-1.327815 -113.635717,-27.645958 -93.164801,-49.101868 -61.040267,-53.999456 -8.011919,-29.491192 102.242269,-3.328814 123.117711,23.286318 142.881438,46.187257 171.985714,54.921145 -137.187817,41.004997 -91.827224,16.533416 -66.492066,-10.286908 -47.298925,-35.709053 -24.519504,-53.369591 14.951519,-50.235429 68.617815,-21.038937 169.900748,5.655582 -170.605862,31.639491 -149.148826,51.485318 -113.503610,52.392623 -59.266127,33.428491 -21.929889,7.651129 0.070926,-19.107120 19.400578,-43.007578 45.953085,-55.126004 93.326971,-44.488217 142.272314
-53.540751 174.817203,-36.142990 -145.262431,-10.787669 -122.313042,16.038760 -103.137909,40.602731 -78.032783,54.852124 -33.117203,46.530784 18.030833,23.767393 47.452241,-2.823821 67.281247,-29.027695 88.049010,-49.958207 121.286311,-49.396857 -109.026736,-28.114080 -76.532131,-1.833109 -55.964604,24.707453 -35.997755,47.190471 -5.936468,54.690259 45.803727,39.804541 89.837026,15.066669 114.506715,-11.768403 133.655437,-36.986872 156.951799,-53.852702 -162.241494,-43.387160 -35.858731,-19.596176 -9.043262,7.147746 10.323037,32.979794 32.180323,52.174292 69.083211,51.724959 123.348431,32.094011 159.413868,6.159733 -178.998014,-20.552646 -159.550668,-44.120318 -132.202556,-55.139793 -83.641330,-36.142990 34.737569,-10.787669 57.686958,16.038760 76.862091,40.602731 101.967217,54.852124 146.882797,46.530784 -161.969167,23.767393 -132.547759,-2.823821 -112.718753,-29.027695 -91.950990,-49.958207 -58.713689,-53.540751 -5.182797,-28.114080 103.467869,-1.833109 124.035396,24.707453 144.002245,47.190471 174.063532,54.690259 -134.196273,39.804541 -90.162974,15.066669 -65.493285,-11.768403 -46.344563,-36.986872 -23.048201,-53.852702 17.758506,-49.396857 70.973264,-19.596176 170.956738,7.147746 -169.676963,32.979794 -147.819677,52.174292 -110.916789,51.724959 -56.651569,32.094011 -20.586132,6.159733 1.001986,-20.552646 20.449332,-44.120318 47.797444,-55.139793 96.358670,-43.387160 144.141269
-53.010738 177.578444,-34.851182 -143.824842,-9.303593 -121.365432,17.501410 -102.128027,41.784230 -76.325722,55.029748 -30.104739,45.500057 20.055248,22.339597 48.555432,-4.318760 68.200811,-30.395360 89.298593,-50.760820 123.698375,-48.506780 -106.756624,-26.723629 -75.340600,-0.336683 -55.048586,26.117774 -34.848491,48.149616 -3.776051,54.380312 48.754162,38.577225 91.439527,13.594289 115.490179,-13.245513 134.621296,-38.242170 158.476719,-54.262636 -159.371568,-42.252339 -34.061525,-18.145477 -8.008060,8.637456 11.258821,34.302392 33.553718,52.799042 71.750995,50.995327 125.879931,30.742734 160.715335,4.666243 -178.072871,-21.989726 -158.479832,-45.197601 -130.284310,-55.071972 -80.613883,-34.851182 36.175158,-9.303593 58.634568,17.501410 77.871973,41.784230 103.674278,55.029748 149.895261,45.500057 -159.944752,22.339597 -131.444568,-4.318760 -111.799189,-30.395360 -90.701407,-50.760820 -56.301625,-53.010738 -2.421556,-26.723629 104.659400,-0.336683 124.951414,26.117774 145.151509,48.149616 176.223949,54.380312 -131.245838,38.577225 -88.560473,13.594289 -64.509821,-13.245513 -45.378704,-38.242170 -21.523281,-54.262636 20.628432,-48.506780 73.243376,-18.145477 171.991940,8.637456 -168.741179,34.302392 -146.446282,52.799042 -108.249005,50.995327 -54.120069,30.742734 -19.284665,4.666243 1.927129,-21.989726 21.520168,-45.197601 49.715690,-55.071972 99.386117,-42.252339 145.938475
-52.412452 -179.734444,-33.539565 -142.435517,-7.816097 -120.426746,18.957298 -101.099889,42.935234 -74.551137,55.125976 -27.070840,44.430205 22.001307,20.902463 49.633811,-5.812104 69.124398,-31.747784 90.586622,-51.506310 126.195335,-47.568482 -104.570926,-25.320882 -74.180663,1.159942 -54.132826,27.516318 -33.668437,49.061528 -1.531142,53.993359 51.653016,37.325041 92.983732,12.116916 116.460008,-14.717633 135.600260,-39.473150 160.058596,-54.596838 -156.447346,-41.086181 -32.332726,-16.687572 -6.991760,10.124154 12.202979,35.605832 34.974416,53.356250 74.495421,50.207172 128.326283,29.375954 161.977364,3.171197 -177.152199,-23.417562 -157.384890,-46.236737 -128.289118,-54.923018 -77.603393,-33.539565 37.564483,-7.816097 59.573254,18.957298 78.900111,42.935234 105.448863,55.125976 152.929160,44.430205 -157.998693,20.902463 -130.366189,-5.812104 -110.875602,-31.747784 -89.413378,-51.506310 -53.804665,-52.412452 0.265556,-25.320882 105.819337,1.159942 125.867174,27.516318 146.331563,49.061528 178.468858,53.993359 -128.346984,37.325041 -87.016268,12.116916 -63.539992,-14.717633 -44.399740,-39.473150 -19.941404,-54.596838 23.552654,-47.568482 75.429074,-16.687572 173.008240,10.124154 -167.797021,35.605832 -145.025584,53.356250 -105.504579,50.207172 -51.673717,29.375954 -18.022636,3.171197 2.847801,-23.417562 22.615110,-46.236737 51.710882,-54.923018 102.396607,-41.086181 147.667274
-51.749119 -177.126259,-32.209621 -141.091382,-6.325740 -119.495486,20.405702 -100.051632,44.053348 -72.705611,55.140130 -24.028228,43.323995 23.872028,19.456810 50.689439,-7.303319 70.053442,-33.083713 91.915891,-52.191267 128.775494,-46.585135 -102.468008,-23.906820 -73.049958,2.656246 -53.215920,28.902057 -32.455147,49.922924 0.799490,53.531870 54.491101,36.049843 94.473034,10.635168 117.417829,-16.184132 136.593989,-40.677882 161.700834,-54.853136 -153.478790,-39.890957 -30.668912,-15.223159 -5.992554,11.607271 13.157034,36.888547 36.445588,53.842764 77.310715,49.363945 130.686567,27.994874 163.202683,1.675124 -176.234572,-24.835305 -156.263721,-47.234881 -126.214214,-54.693962 -74.622092,-32.209621 38.908618,-6.325740 60.504514,20.405702 79.948368,44.053348 107.294389,55.140130 155.971772,43.323995 -156.127972,19.456810 -129.310561,-7.303319 -109.946558,-33.083713 -88.084109,-52.191267 -51.224506,-51.749119 2.873741,-23.906820 106.950042,2.656246 126.784080,28.902057 147.544853,49.922924 -179.200510,53.531870 -125.508899,36.049843 -85.526966,10.635168 -62.582171,-16.184132 -43.406011,-40.677882 -18.299166,-54.853136 26.521210,-46.585135 77.531992,-15.223159 174.007446,11.607271 -166.842966,36.888547 -143.554412,53.842764 -102.689285,49.363945 -49.313433,27.994874 -16.797317,1.675124 3.765428,-24.835305 23.736279,-47.234881 53.785786,-54.693962 105.377908,-39.890957 149.331088
-51.024084 -174.600404,-30.862730 -139.789477,-4.833068 -118.570183,21.845859 -98.981314,45.136021 -70.785842,55.072109 -20.989874,42.184036 25.670654,18.003415 51.724288,-8.791863 70.989404,-34.401801 93.289318,-52.812318 131.435904,-45.559782 -100.445669,-22.482361 -71.946231,4.151704 -52.296457,30.273892 -31.206057,50.730426 3.216261,52.998655 57.260652,34.753356 95.910745,9.149637 118.365220,-17.644354 137.604203,-41.854295 163.406874,-55.029810 -150.477002,-38.668789 -29.066641,-13.752902 -5.008697,13.086218 14.122548,38.148856 37.970513,54.255674 80.189615,48.469047 132.960887,26.600619 164.393897,0.178551 -175.318576,-26.242054 -155.114109,-48.189040 -124.057230,-54.386356 -71.681422,-30.862730 40.210523,-4.833068 61.429817,21.845859 81.018686,45.136021 109.214158,55.072109 159.010126,42.184036 -154.329346,18.003415 -128.275712,-8.791863 -109.010596,-34.401801 -86.710682,-52.812318 -48.564096,-51.024084 5.399596,-22.482361 108.053769,4.151704 127.703543,30.273892 148.793943,50.730426 -176.783739,52.998655 -122.739348,34.753356 -84.089255,9.149637 -61.634780,-17.644354 -42.395797,-41.854295 -16.593126,-55.029810 29.522998,-45.559782 79.554331,-13.752902 174.991303,13.086218 -165.877452,38.148856 -142.029487,54.255674 -99.810385,48.469047 -47.039113,26.600619 -15.606103,0.178551 4.681424,-26.242054 24.885891,-48.189040 55.942770,-54.386356 108.318578,-38.668789 150.933359
-50.240751 -172.158994,-29.500175 -138.526966,-3.338618 -117.649395,23.276965 -97.886903,46.180540 -68.788724,54.922395 -17.968625,41.012775 27.400570,16.543013 52.740250,-10.277180 71.933771,-35.700603 94.709937,-53.366188 134.172256,-44.495320 -98.501266,-21.048370 -70.867330,5.645791 -51.373014,31.630647 -29.918482,51.480596 5.718621,52.396790 59.955380,33.437183 97.300073,7.660901 119.303718,-19.097615 138.632689,-43.000170 165.180147,-55.125644 -147.453975,-37.421653 -27.522494,-12.277440 -4.038511,14.560388 15.101130,39.384951 39.552557,54.592386 83.123414,47.525799 135.150208,25.194240 165.553492,-1.318002 -174.402805,-27.636853 -153.933728,-49.096083 -121.816322,-54.002223 -68.791759,-29.500175 41.473034,-3.338618 62.350605,23.276965 82.113097,46.180540 111.211276,54.922395 162.031375,41.012775 -152.599430,16.543013 -127.259750,-10.277180 -108.066229,-35.700603 -85.290063,-53.366188 -45.827744,-50.240751 7.841006,-21.048370 109.132670,5.645791 128.626986,31.630647 150.081518,51.480596 -174.281379,52.396790 -120.044620,33.437183 -82.699927,7.660901 -60.696282,-19.097615 -41.367311,-43.000170 -14.819853,-55.125644 32.546025,-44.495320 81.498734,-12.277440 175.961489,14.560388 -164.898870,39.384951 -140.447443,54.592386 -96.876586,47.525799 -44.849792,25.194240 -14.446508,-1.318002 5.597195,-27.636853 26.066272,-49.096083 58.183678,-54.002223 111.208241,-37.421653 152.477506
-49.402527 -169.802983,-28.123155 -137.301134,-1.842920 -116.731696,24.698168 -96.766276,47.184033 -66.711441,54.692033 -14.976849,39.812502 29.065237,15.076306 53.739137,-11.758702 72.888063,-36.978565 96.180899,-53.849769 136.978806,-43.394493 -96.631830,-19.605664 -69.811197,7.137969 -50.444156,32.971061 -28.589614,52.169980 8.304900,51.729543 62.570473,32.102818 98.644117,6.169520 120.234821,-20.543193 139.681305,-44.113134 167.024032,-55.139968 -144.422291,-36.151392 -26.033105,-10.797388 -3.080369,16.029148 16.094445,40.594888 41.195158,54.850693 86.102060,46.537408 137.256212,23.776723 166.683839,-2.814014 -173.485854,-29.018679 -152.720144,-49.952763 -119.490304,-53.543994 -65.962215,-28.123155 42.698866,-1.842920 63.268304,24.698168 83.233724,47.184033 113.288559,54.692033 165.023151,39.812502 -150.934763,15.076306 -126.260863,-11.758702 -107.111937,-36.978565 -83.819101,-53.849769 -43.021194,-49.402527 10.197017,-19.605664 110.188803,7.137969 129.555844,32.971061 151.410386,52.169980 -171.695100,51.729543 -117.429527,32.102818 -81.355883,6.169520 -59.765179,-20.543193 -40.318695,-44.113134 -12.975968,-55.139968 35.577709,-43.394493 83.368170,-10.797388 176.919631,16.029148 -163.905555,40.594888 -138.804842,54.850693 -93.897940,46.537408 -42.743788,23.776723 -13.316161,-2.814014 6.514146,-29.018679 27.279856,-49.952763 60.509696,-53.543994 114.037785,-36.151392 153.966895
-48.512777 -167.532314,-26.732788 -136.109389,-0.346497 -115.815671,26.108563 -95.617206,48.143477 -64.551572,54.382598 -12.026108,38.585356 30.668132,13.603961 54.722696,-13.235843 73.853841,-38.234016 97.705457,-54.260192 139.848346,-42.259885 -94.834165,-18.155014 -68.775865,8.627696 -49.508422,34.293780 -27.216519,52.795162 10.972165,51.000306 65.102526,30.751647 99.945851,4.676042 121.159998,-21.980332 140.751989,-45.190658 168.941783,-55.072682 -141.394774,-34.859719 -24.595189,-9.313336 -2.132696,17.491840 17.104213,41.776579 42.901787,55.028847 89.114343,45.506947 139.281151,22.348991 167.787201,-4.308962 -172.566311,-30.386440 -151.470804,-50.755739 -117.078801,-53.014439 -63.200507,-26.732788 43.890611,-0.346497 64.184329,26.108563 84.382794,48.143477 115.448428,54.382598 167.973892,38.585356 -149.331868,13.603961 -125.277304,-13.235843 -106.146159,-38.234016 -82.294543,-54.260192 -40.151654,-48.512777 12.467686,-18.155014 111.224135,8.627696 130.491578,34.293780 152.783481,52.795162 -169.027835,51.000306 -114.897474,30.751647 -80.054149,4.676042 -58.840002,-21.980332 -39.248011,-45.190658 -11.058217,-55.072682 38.605226,-42.259885 85.165835,-9.313336 177.867304,17.491840 -162.895787,41.776579 -137.098213,55.028847 -90.885657,45.506947 -40.718849,22.348991 -12.212799,-4.308962 7.433689,-30.386440 28.529196,-50.755739 62.921199,-53.014439 116.799493,-34.859719 155.404811
-47.574785 -165.346067,-25.330119 -134.949252,1.150129 -114.899914,27.507188 -94.437361,49.055709 -62.307221,53.996142 -9.126885,37.333329 32.212707,12.126619 55.692608,-14.707997 74.832714,-39.465161 99.286949,-54.594898 142.772242,-41.093925 -93.104927,-16.697154 -67.759448,10.114416 -48.564323,35.597350 -25.796142,53.352823 13.716106,50.212524 67.549440,29.384964 101.208130,3.181004 122.080695,-23.408231 141.846767,-46.230053 170.936461,-54.924257 -138.384132,-33.548227 -23.205558,-7.825861 -1.193956,18.947775 18.132225,42.927790 44.675918,55.125612 92.148143,44.437342 141.227714,20.911915 168.865735,-5.802318 -171.642756,-31.738968 -150.183036,-51.501615 -114.582392,-52.416591 -60.512893,-25.330119 45.050748,1.150129 65.100086,27.507188 85.562639,49.055709 117.692779,53.996142 170.873115,37.333329 -147.787293,12.126619 -124.307392,-14.707997 -105.167286,-39.465161 -80.713051,-54.594898 -37.227758,-47.574785 14.653933,-16.697154 112.240552,10.114416 131.435677,35.597350 154.203858,53.352823 -166.283894,50.212524 -112.450560,29.384964 -78.791870,3.181004 -57.919305,-23.408231 -38.153233,-46.230053 -9.063539,-54.924257 41.615868,-41.093925 86.895073,-7.825861 178.806044,18.947775 -161.867775,42.927790 -135.324082,55.125612 -87.851857,44.437342 -38.772286,20.911915 -11.134265,-5.802318 8.357244,-31.738968 29.816964,-51.501615 65.417608,-52.416591 119.487107,-33.548227 156.794442
