45.282184 -54.532795,37.659082 48.258388,-19.588587 95.120745,-54.710890 -178.980152,-9.995973 -106.279988,54.688838 40.263646,19.549002 126.453410,-37.659826 173.284918,-45.415459 -84.190659,9.730625 -32.369785,51.342995 140.236212,-0.027544 -159.209795,-51.314570 -98.796086,-29.034907 -1.972502,28.814316 43.297119,37.659082 -131.741612,-19.588587 -84.879255,-54.710890 1.019848,-9.995973 73.720012,45.282184 125.467205,19.549002 -53.546590,-37.659826 -6.715082,-45.415459 95.809341,9.730625 147.630215,54.688838 -139.736354,-0.027544 20.790205,-51.314570 81.203914,-29.034907 178.027498,28.814316 -136.702881,51.342995 -39.763788
46.321228 -52.524798,36.389808 49.761909,-21.031391 96.176621,-54.408224 -176.036576,-8.510002 -105.337330,54.920144 43.255004,18.096077 127.489524,-38.902376 174.839820,-44.345830 -82.256761,11.214748 -31.418502,50.581695 142.722444,-1.524054 -158.293945,-52.015895 -96.237734,-27.653240 -0.758511,30.187070 44.543853,36.389808 -130.238091,-21.031391 -83.823379,-54.408224 3.963424,-8.510002 74.662670,46.321228 127.475202,18.096077 -52.510476,-38.902376 -5.160180,-44.345830 97.743239,11.214748 148.581498,54.920144 -136.744996,-1.524054 21.706055,-52.015895 83.762266,-27.653240 179.241489,30.187070 -135.456147,50.581695 -37.277556
47.318837 -50.436275,35.098799 51.212970,-22.465490 97.255242,-54.028890 -173.143383,-7.020910 -104.402792,55.070817 46.275976,16.636100 128.506632,-40.119594 176.453490,-43.240201 -80.397402,12.694858 -30.456179,49.763717 145.122902,-3.019951 -157.376721,-52.654199 -93.598223,-26.258589 0.422247,31.544821 45.828897,35.098799 -128.787030,-22.465490 -82.744758,-54.028890 6.856617,-7.020910 75.597208,47.318837 129.563725,16.636100 -51.493368,-40.119594 -3.546510,-43.240201 99.602598,12.694858 149.543821,55.070817 -133.724024,-3.019951 22.623279,-52.654199 86.401777,-26.258589 -179.577753,31.544821 -134.171103,49.763717 -34.877098
48.271971 -48.264872,33.787692 52.614810,-23.890066 98.358664,-53.575296 -170.309770,-5.529250 -103.474893,55.139806 49.314203,15.169773 129.506553,-41.309477 178.129355,-42.101136 -78.609361,14.170354 -29.481218,48.892491 147.437230,-4.514710 -156.456710,-53.226177 -90.881490,-24.851974 1.572209,32.886314 47.155052,33.787692 -127.385190,-23.890066 -81.641336,-53.575296 9.690230,-5.529250 76.525107,48.271971 131.735128,15.169773 -50.493447,-41.309477 -1.870645,-42.101136 101.390639,14.170354 150.518782,55.139806 -130.685797,-4.514710 23.543290,-53.226177 89.118510,-24.851974 -178.427791,32.886314 -132.844948,48.892491 -32.562770
49.177448 -46.008775,32.458007 53.970556,-25.304257 99.489038,-53.050190 -167.543546,-4.035563 -102.552179,55.126622 52.356840,13.697767 130.491036,-42.469876 179.870857,-40.931040 -76.889280,15.640610 -28.491972,47.971379 149.666010,-6.007806 -155.532490,-53.728670 -88.092895,-23.434356 2.693700,34.210201 48.525245,32.458007 -126.029444,-25.304257 -80.510962,-53.050190 12.456454,-4.035563 77.447821,49.177448 133.991225,13.697767 -49.508964,-42.469876 -0.129143,-40.931040 103.110720,15.640610 151.508028,55.126622 -127.643160,-6.007806 24.467510,-53.728670 91.907105,-23.434356 -177.306300,34.210201 -131.474755,47.971379 -30.333990
50.031970 -43.666851,31.111159 55.283216,-26.707142 100.648616,-52.456591 -164.851060,-2.540381 -101.633215,55.031360 55.390916,12.220725 131.461767,-43.598490 -178.318594,-39.732164 -75.233733,17.104975 -27.486734,47.003643 151.810611,-7.498702 -154.602622,-54.158737 -85.239259,-22.006634 3.788939,35.515034 49.942521,31.111159 -124.716784,-26.707142 -79.351384,-52.456591 15.148940,-2.540381 78.366785,50.031970 136.333149,12.220725 -48.538233,-43.598490 1.681406,-39.732164 104.766267,17.104975 152.513266,55.031360 -124.609084,-7.498702 25.397378,-54.158737 94.760741,-22.006634 -176.211061,35.515034 -130.057479,47.003643 -28.189389
50.832149 -41.238801,29.748465 56.555677,-28.097745 101.839759,-51.797713 -162.237210,-1.044231 -100.716585,54.854691 58.403706,10.739264 132.420379,-44.692862 -176.435676,-38.506612 -73.639279,18.562769 -26.463733,45.992423 153.873034,-8.986854 -153.665643,-54.513731 -82.328844,-20.569658 4.860048,36.799257 51.410046,29.748465 -123.444323,-28.097745 -78.160241,-51.797713 17.762790,-1.044231 79.283415,50.832149 138.761199,10.739264 -47.579621,-44.692862 3.564324,-38.506612 106.360721,18.562769 153.536267,54.854691 -121.596294,-8.986854 26.334357,-54.513731 97.671156,-20.569658 -175.139952,36.799257 -128.589954,45.992423 -26.126966
51.574544 -38.725314,28.371152 57.790699,-29.475020 103.064942,-51.076897 -159.705495,0.452365 -99.800878,54.597841 61.383074,9.253979 133.368451,-45.750378 -174.477228,-37.256341 -72.102504,20.013278 -25.421127,44.940714 155.855780,-10.471706 -152.720062,-54.791368 -79.371270,-19.124227 5.909051,38.061196 52.931091,28.371152 -122.209301,-29.475020 -76.935058,-51.076897 20.294505,0.452365 80.199122,51.574544 141.274686,9.253979 -46.631549,-45.750378 5.522772,-37.256341 107.897496,20.013278 154.578873,54.597841 -118.616926,-10.471706 27.279938,-54.791368 100.628730,-19.124227 -174.090949,38.061196 -127.068909,44.940714 -24.144220
52.255701 -36.128218,26.980367 58.990921,-30.837850 104.326756,-50.297543 -157.258116,1.948886 -98.884690,54.262550 64.317791,7.765450 134.307524,-46.768267 -172.440333,-35.983177 -70.620050,21.455752 -24.356995,43.851359 157.761727,-11.952687 -151.764354,-54.989800 -76.377350,-17.671101 6.937889,39.299051 54.509016,26.980367 -121.009079,-30.837850 -75.673244,-50.297543 22.741884,1.948886 81.115310,52.255701 143.871782,7.765450 -45.692476,-46.768267 7.559667,-35.983177 109.379950,21.455752 155.643005,54.262550 -115.682209,-11.952687 28.235646,-54.989800 103.622650,-17.671101 -173.062111,39.299051 -125.490984,43.851359 -22.238273
52.872214 -33.450621,25.577179 60.158861,-32.185041 105.627912,-49.463060 -154.896105,3.444809 -97.966611,53.851017 67.197782,6.274236 135.239097,-47.743604 -170.322420,-34.688816 -69.188646,22.889397 -23.269330,42.727041 159.594024,-13.429209 -150.796950,-55.107670 -73.358864,-16.211000 7.948422,40.510890 56.147254,25.577179 -119.841139,-32.185041 -74.372088,-49.463060 25.103895,3.444809 82.033389,52.872214 146.549379,6.274236 -44.760903,-47.743604 9.677580,-34.688816 110.811354,22.889397 156.730670,53.851017 -112.802218,-13.429209 29.203050,-55.107670 106.641136,-16.211000 -172.051578,40.510890 -123.852746,42.727041 -20.405976
53.420782 -30.697020,24.162592 61.296920,-33.515308 106.971246,-48.576817 -152.619468,4.939611 -97.045228,53.365829 70.014313,4.780887 136.164643,-48.673320 -168.121382,-33.374837 -67.805117,24.313376 -22.156036,41.570285 161.355997,-14.900663 -149.816239,-55.144156 -70.328265,-14.744610 8.942438,41.694634 57.849278,24.162592 -118.703080,-33.515308 -73.028754,-48.576817 27.380532,4.939611 82.954772,53.420782 149.302980,4.780887 -43.835357,-48.673320 11.878618,-33.374837 112.194883,24.313376 157.843964,53.365829 -109.985687,-14.900663 30.183761,-55.144156 109.671735,-14.744610 -171.057562,41.694634 -122.150722,41.570285 -18.644003
53.898279 -27.873375,22.737545 62.407389,-34.827274 108.359713,-47.642105 -150.427344,6.432758 -96.119111,52.809891 72.760098,3.285942 137.085608,-49.554223 -165.835703,-32.042709 -66.466402,25.726798 -21.014913,40.383452 163.051080,-16.366417 -148.820551,-55.099002 -67.298349,-13.272589 9.921658,42.848060 59.618560,22.737545 -117.592611,-34.827274 -71.640287,-47.642105 29.572656,6.432758 83.880889,53.898279 152.126625,3.285942 -42.914392,-49.554223 14.164297,-32.042709 113.533598,25.726798 158.985087,52.809891 -107.239902,-16.366417 31.179449,-55.099002 112.701651,-13.272589 -170.078342,42.848060 -120.381440,40.383452 -16.948920
54.301829 -24.987131,21.302923 63.492456,-36.119460 109.796388,-46.662104 -148.318147,7.923713 -95.186811,52.186352 75.429332,1.789930 138.003418,-50.383010 -163.464606,-30.693798 -65.169557,27.128717 -19.843660,39.168754 164.682747,-17.825810 -147.808159,-54.972526 -64.281890,-11.795564 10.887743,43.968786 61.458525,21.302923 -116.507544,-36.119460 -70.203612,-46.662104 31.681853,7.923713 84.813189,54.301829 155.012869,1.789930 -41.996582,-50.383010 16.535394,-30.693798 114.830443,27.128717 160.156340,52.186352 -104.570668,-17.825810 32.191841,-54.972526 115.718110,-11.795564 -169.112257,43.968786 -118.541475,39.168754 -15.317253
54.628884 -22.047171,19.859559 64.554207,-37.390275 111.284455,-45.639870 -146.289714,9.411925 -94.246854,51.498526 78.017670,0.293376 138.919489,-51.156308 -161.008200,-29.329378 -63.911761,28.518123 -18.639863,37.928251 166.254468,-19.278153 -146.777269,-54.765606 -61.291286,-10.314144 11.842302,45.054273 63.372485,19.859559 -115.445793,-37.390275 -68.715545,-45.639870 33.710286,9.411925 85.753146,54.628884 157.952829,0.293376 -41.080511,-51.156308 18.991800,-29.329378 116.088239,28.518123 161.360137,51.498526 -101.982330,-19.278153 33.222731,-54.765606 118.708714,-10.314144 -168.157698,45.054273 -116.627515,37.928251 -13.745532
54.877291 -19.063702,18.408241 65.594641,-38.638009 112.827197,-44.578309 -144.339433,10.896831 -93.297736,50.749829 80.522146,-1.203197 139.835227,-51.870705 -158.467633,-27.950635 -62.690316,29.893938 -17.400991,36.663862 167.769668,-20.722722 -145.726011,-54.479656 -58.338228,-8.828915 12.786897,46.101818 65.363564,18.408241 -114.405359,-38.638009 -67.172803,-44.578309 35.660567,10.896831 86.702264,54.877291 160.936298,-1.203197 -40.164773,-51.870705 21.532367,-27.950635 117.309684,29.893938 162.599009,50.749829 -99.477854,-20.722722 34.273989,-54.479656 121.661772,-8.828915 -167.213103,46.101818 -114.636436,36.663862 -12.230332
55.045361 -16.048061,16.949716 66.615669,-39.860823 114.427978,-43.480178 -142.464356,12.377851 -92.337913,49.943714 82.941061,-2.699269 140.752039,-52.522805 -155.845240,-26.558680 -61.502641,31.255009 -16.124393,35.377372 169.231702,-22.158755 -144.652437,-54.116572 -55.433411,-7.340445 13.723051,47.108564 67.434606,16.949716 -113.384331,-39.860823 -65.572022,-43.480178 37.535644,12.377851 87.662087,55.045361 163.951939,-2.699269 -39.247961,-52.522805 24.154760,-26.558680 118.497359,31.255009 163.875607,49.943714 -97.058939,-22.158755 35.347563,-54.116572 124.566589,-7.340445 -166.276949,47.108564 -112.565394,35.377372 -10.768298
55.131926 -13.012464,15.484693 67.619125,-41.056743 116.090217,-42.348074 -140.661302,13.854388 -91.365799,49.083619 85.273838,-4.194317 141.671332,-53.109278 -153.144663,-25.154548 -60.346275,32.600098 -14.807295,34.070443 170.643829,-23.585444 -143.554511,-53.678679 -52.586317,-5.849290 14.652250,48.071498 69.588064,15.484693 -112.380875,-41.056743 -63.909783,-42.348074 39.338698,13.854388 88.634201,55.131926 166.987536,-4.194317 -38.328668,-53.109278 26.855337,-25.154548 119.653725,32.600098 165.192705,49.083619 -94.726162,-23.585444 36.445489,-53.678679 127.413683,-5.849290 -165.347750,48.071498 -110.411936,34.070443 -9.356171
55.136374 -9.969679,14.013850 68.606774,-42.223652 117.817355,-41.184437 -138.926935,15.325822 -90.379757,48.172925 87.520871,-5.687814 142.594529,-53.626926 -150.370953,-23.739211 -59.218870,33.927878 -13.446798,32.744619 172.009200,-25.001937 -142.430103,-53.168661 -49.805058,-4.355992 15.575954,48.987467 71.825880,14.013850 -111.393226,-42.223652 -62.182645,-41.184437 41.073065,15.325822 89.620243,55.136374 170.030321,-5.687814 -37.405471,-53.626926 29.629047,-23.739211 120.781130,33.927878 166.553202,48.172925 -92.479129,-25.001937 37.569897,-53.168661 130.194942,-4.355992 -164.424046,48.987467 -108.174120,32.744619 -7.990800
55.058675 -6.932681,12.537834 69.580315,-43.359283 119.612815,-39.991551 -137.257840,16.791507 -89.378095,47.214919 89.683373,-7.179227 143.523064,-54.072757 -147.530616,-22.313583 -58.118183,35.236925 -12.039880,31.401337 173.330852,-26.407327 -141.276982,-52.589484 -47.096299,-2.861087 16.495602,49.853198 74.149344,12.537834 -110.419685,-43.359283 -60.387185,-39.991551 42.742160,16.791507 90.621905,55.058675 173.067319,-7.179227 -36.476936,-54.072757 32.469384,-22.313583 121.881817,35.236925 167.960120,47.214919 -90.316627,-26.407327 38.723018,-52.589484 132.903701,-2.861087 -163.504398,49.853198 -105.850656,31.401337 -6.669148
54.899376 -3.914279,11.057270 70.541391,-44.461212 121.479943,-38.771549 -135.650576,18.250769 -88.359056,46.212765 91.763221,-8.668014 144.458394,-54.444054 -144.631610,-20.878522 -57.042074,36.525704 -10.583401,30.041934 174.611696,-27.800649 -140.092811,-51.944326 -44.465246,-1.365100 17.412614,50.665319 76.558948,11.057270 -109.458609,-44.461212 -58.520057,-38.771549 44.349424,18.250769 91.640944,54.899376 176.085721,-8.668014 -35.541606,-54.444054 35.368390,-20.878522 122.957926,36.525704 169.416599,46.212765 -88.236779,-27.800649 39.907189,-51.944326 135.534754,-1.365100 -162.587386,50.665319 -103.441052,30.041934 -5.388304
54.659589 -0.926764,9.572756 71.491592,-45.526860 123.421940,-37.526421 -134.101718,19.702902 -87.320812,45.169493 93.762821,-10.153621 145.402003,-54.738450 -141.683276,-19.434839 -55.988497,37.792568 -9.074113,28.667657 175.854519,-29.180873 -138.875142,-51.236505 -41.915692,0.131444 18.328400,51.420395 79.054228,9.572756 -108.508408,-45.526860 -56.578060,-37.526421 45.898282,19.702902 92.679188,54.659589 179.073236,-10.153621 -34.597997,-54.738450 38.316724,-19.434839 124.011503,37.792568 170.925887,45.169493 -86.237179,-29.180873 41.124858,-51.236505 138.084308,0.131444 -161.671600,51.420395 -100.945772,28.667657 -4.145481
54.340948 2.018418,8.084874 72.432467,-46.553487 125.441784,-36.258018 -132.607895,21.147164 -86.261462,44.087979 95.684979,-11.635481 146.355409,-54.953998 -138.696186,-17.983301 -54.955494,39.035746 -7.508672,27.279668 177.061987,-30.546899 -137.621407,-50.469416 -39.450104,1.628025 19.244367,52.114973 81.633612,8.084874 -107.567533,-46.553487 -54.558216,-36.258018 47.392105,21.147164 93.738538,54.340948 -177.981582,-11.635481 -33.644591,-54.953998 41.303814,-17.983301 125.044506,39.035746 172.491328,44.087979 -84.315021,-30.546899 42.378593,-50.469416 140.549896,1.628025 -160.755633,52.114973 -98.366388,27.279668 -2.938013
53.945557 4.910927,6.594190 73.365524,-47.538201 127.542129,-34.968066 -131.165815,22.582771 -85.179017,42.970940 97.532792,-13.113010 147.320170,-55.089231 -135.681936,-16.524637 -53.941189,40.253333 -5.883658,25.879053 178.236643,-31.897548 -136.328921,-49.646468 -37.069755,3.124121 20.161921,52.745630 84.294278,6.594190 -106.634476,-47.538201 -52.457871,-34.968066 48.834185,22.582771 94.820983,53.945557 -175.089073,-13.113010 -32.679830,-55.089231 44.318064,-16.524637 126.058811,40.253333 174.116342,42.970940 -82.467208,-31.897548 43.671079,-49.646468 142.930245,3.124121 -159.838079,52.745630 -95.705722,25.879053 -1.763357
53.475928 7.741731,5.101253 74.292239,-48.477965 129.725193,-33.658166 -129.772282,24.008895 -84.071400,41.820935 99.309558,-14.585603 148.297890,-55.143209 -132.652863,-15.059539 -52.943778,41.443284 -4.195605,24.466829 179.380913,-33.231556 -134.994876,-48.771044 -34.774857,4.619207 21.082476,53.309037 87.032033,5.101253 -105.707761,-48.477965 -50.274807,-33.658166 50.227718,24.008895 95.928600,53.475928 -172.258269,-14.585603 -31.702110,-55.143209 47.347137,-15.059539 127.056222,41.443284 175.804395,41.820935 -80.690442,-33.231556 45.005124,-48.771044 145.225143,4.619207 -158.917524,53.309037 -92.967967,24.466829 -0.619087
52.934903 10.503224,3.606605 75.214066,-49.369609 131.992630,-32.329811 -128.424210,25.424659 -82.936435,40.640360 101.018692,-16.052633 149.290223,-55.115553 -129.621719,-13.588671 -51.961528,42.603406 -2.441035,23.043948 -179.502889,-34.547568 -133.616342,-47.846452 -32.564722,6.112754 22.007457,53.802025 89.841235,3.606605 -104.785934,-49.369609 -48.007370,-32.329811 51.575790,25.424659 97.063565,52.934903 -169.496776,-16.052633 -30.709777,-55.115553 50.378281,-13.588671 128.038472,42.603406 177.558965,40.640360 -78.981308,-34.547568 46.383658,-47.846452 147.435278,6.112754 -157.992543,53.802025 -90.158765,23.043948 0.497111
52.325585 13.189287,2.110777 76.132433,-50.209854 134.345388,-30.984388 -127.118629,26.829127 -81.771842,39.431459 102.663664,-17.513447 150.298884,-55.006459 -126.601312,-12.112668 -50.992764,43.731352 -0.616511,21.611308 -178.412555,-35.844126 -132.190268,-46.875901 -30.437907,7.604225 22.938308,54.221659 92.714757,2.110777 -103.867567,-50.209854 -45.654612,-30.984388 52.881371,26.829127 98.228158,52.325585 -166.810713,-17.513447 -29.701116,-55.006459 53.398688,-12.112668 129.007236,43.731352 179.383489,39.431459 -77.336336,-35.844126 47.809732,-46.875901 149.562093,7.604225 -157.061692,54.221659 -87.285243,21.611308 1.587445
51.651258 15.795267,0.614296 77.048758,-50.995337 136.783561,-29.623191 -125.852692,28.221304 -80.575232,38.196323 104.247948,-18.967362 151.325653,-54.816688 -123.604151,-10.632140 -50.035866,44.824617 1.281312,20.169750 -177.345975,-37.119663 -130.713494,-45.862473 -28.392363,9.093072 23.876497,54.565312 95.644016,0.614296 -102.951242,-50.995337 -43.216439,-29.623191 54.147308,28.221304 99.424768,51.651258 -164.204733,-18.967362 -28.674347,-54.816688 56.395849,-10.632140 129.964134,44.824617 -178.718688,38.196323 -75.752052,-37.119663 49.286506,-45.862473 151.607637,9.093072 -156.123503,54.565312 -84.355984,20.169750 2.654025
50.915323 18.317910,-0.882317 77.964449,-51.722652 139.306235,-28.247423 -124.623673,29.600129 -79.344100,36.936900 105.774983,-20.413661 152.372383,-54.547539 -120.642103,-9.147679 -49.089264,45.880533 3.255604,18.720074 -176.301134,-38.372496 -129.182757,-44.809107 -26.425563,10.578735 24.823522,54.830742 98.619076,-0.882317 -102.035551,-51.722652 -40.693765,-28.247423 55.376327,29.600129 100.655900,50.915323 -161.682090,-20.413661 -27.627617,-54.547539 59.357897,-9.147679 130.910736,45.880533 -176.744396,36.936900 -74.225017,-38.372496 50.817243,-44.809107 153.574437,10.578735 -155.176478,54.830742 -81.380924,18.720074 3.698866
50.121229 20.755256,-2.378540 78.880912,-52.388393 141.911343,-26.858211 -123.428968,30.964462 -78.075821,35.655005 107.248139,-21.851590 153.441003,-54.200812 -117.726099,-7.659857 -48.151427,46.896276 5.309278,17.263033 -175.276103,-39.600815 -127.594708,-43.718594 -24.534622,12.060638 25.780918,55.016155 101.628821,-2.378540 -101.119088,-52.388393 -38.088657,-26.858211 56.571032,30.964462 101.924179,50.121229 -159.244744,-21.851590 -26.558997,-54.200812 62.273901,-7.659857 131.848573,46.896276 -174.690722,35.655005 -72.751861,-39.600815 52.405292,-43.718594 155.465378,12.060638 -154.219082,55.016155 -78.371179,17.263033 4.723897
49.272422 23.106500,-3.873852 79.799554,-52.989213 144.595531,-25.456606 -122.266090,32.313087 -76.767647,34.352325 108.670698,-23.280353 154.533531,-53.778746 -114.865896,-6.169231 -47.220860,47.868865 7.444881,15.799345 -174.269029,-40.802675 -125.945937,-42.593564 -22.716401,13.538188 26.750261,55.120268 104.661201,-3.873852 -100.200446,-52.989213 -35.404469,-25.456606 57.733910,32.313087 103.232353,49.272422 -156.893500,-23.280353 -25.466469,-53.778746 65.134104,-6.169231 132.779140,47.868865 -172.555119,34.352325 -71.329302,-40.802675 54.054063,-42.593564 157.283599,13.538188 -153.249739,55.120268 -75.338799,15.799345 5.730971
48.372297 25.371843,-5.367726 80.721794,-53.521879 147.354058,-24.043594 -121.132667,33.644695 -75.416706,33.030428 110.045835,-24.699107 155.652077,-53.283952 -112.069909,-4.676348 -46.296099,48.795177 9.664475,14.329694 -173.278136,-41.975991 -124.233004,-41.436491 -20.967591,15.010770 27.733175,55.142347 107.703536,-5.367726 -99.278206,-53.521879 -32.645942,-24.043594 58.867333,33.644695 104.583294,48.372297 -154.628157,-24.699107 -24.347923,-53.283952 67.930091,-4.676348 133.703901,48.795177 -170.335525,33.030428 -69.954165,-41.975991 55.766996,-41.436491 159.032409,15.010770 -152.266825,55.142347 -72.296464,14.329694 6.721864
47.424164 27.552333,-6.859631 81.649062,-53.983349 150.180730,-22.620098 -120.026435,34.957884 -74.020003,31.690773 111.376612,-26.106957 156.798848,-52.719343 -109.345116,-3.181743 -45.375702,49.671962 11.969503,12.854735 -172.301710,-43.118528 -122.452479,-40.249691 -19.284790,16.477743 28.731342,55.082236 110.742865,-6.859631 -98.350938,-53.983349 -29.819270,-22.620098 59.973565,34.957884 105.979997,47.424164 -152.447667,-26.106957 -23.201152,-52.719343 70.654884,-3.181743 134.624298,49.671962 -168.030497,31.690773 -68.623388,-43.118528 57.547521,-40.249691 160.715210,16.477743 -151.268658,55.082236 -69.257135,12.854735 7.698290
46.431217 29.649718,-8.349028 82.582811,-54.370841 153.067896,-21.186990 -118.945231,36.251143 -72.574421,30.334719 112.665967,-27.502951 157.976158,-52.088057 -106.697035,-1.685944 -44.458244,50.495866 14.360641,11.375094 -171.338097,-44.227895 -120.600995,-39.035331 -17.664557,17.938440 29.746504,54.940359 113.766312,-8.349028 -97.417189,-54.370841 -26.932104,-21.186990 61.054769,36.251143 107.425579,46.431217 -150.350282,-27.502951 -22.023842,-52.088057 73.302965,-1.685944 135.541756,50.495866 -165.639359,30.334719 -67.334033,-44.227895 59.399005,-39.035331 162.335443,17.938440 -150.253496,54.940359 -66.233688,11.375094 8.661903
45.396515 31.666300,-9.835364 83.524518,-54.681906 156.006505,-19.745089 -117.886991,37.522852 -71.076736,28.963531 113.916715,-28.886074 159.186433,-51.393389 -104.129753,-0.189475 -43.542313,51.263465 16.837642,9.891378 -170.385696,-45.301548 -118.675312,-37.795430 -16.103462,19.392163 30.780472,54.717711 116.761448,-9.835364 -96.475482,-54.681906 -23.993495,-19.745089 62.113009,37.522852 108.923264,45.396515 -148.333700,-28.886074 -20.813567,-51.393389 75.870247,-0.189475 136.457687,51.263465 -163.162358,28.963531 -66.083285,-45.301548 61.324688,-37.795430 163.896538,19.392163 -149.219528,54.717711 -63.238552,9.891378 9.614304
44.322966 33.604811,-11.318076 84.475694,-54.914501 158.986230,-18.295173 -116.849737,38.771264 -69.523621,27.578388 115.131546,-30.255241 160.432212,-50.638720 -101.646015,1.307142 -42.626503,51.971305 19.399185,8.404170 -169.442949,-46.336780 -116.672396,-36.531869 -14.598118,20.838178 31.835132,54.415816 119.716619,-11.318076 -95.524306,-54.914501 -21.013770,-18.295173 63.150263,38.771264 110.476379,44.322966 -146.395189,-30.255241 -19.567788,-50.638720 78.353985,1.307142 137.373497,51.971305 -160.600815,27.578388 -64.868454,-46.336780 63.327604,-36.531869 165.401882,20.838178 -148.164868,54.415816 -60.283381,8.404170 10.557051
43.213324 35.468294,-12.796584 85.437887,-55.067053 161.995675,-16.837977 -115.831577,39.994506 -67.911672,26.180393 116.313029,-31.609291 161.716156,-49.827464 -99.247337,2.803386 -41.709408,52.615953 22.042727,6.914040 -168.508342,-47.330733 -114.589516,-35.246398 -13.145216,22.275709 32.912453,54.036683 122.621231,-12.796584 -94.562113,-55.067053 -18.004325,-16.837977 64.168423,39.994506 112.088328,43.213324 -144.531706,-31.609291 -18.283844,-49.827464 80.752663,2.803386 138.290592,52.615953 -157.957273,26.180393 -63.686971,-47.330733 65.410484,-35.246398 166.854784,22.275709 -147.087547,54.036683 -57.378769,6.914040 11.491658
42.070180 37.260010,-14.270287 86.412690,-55.138505 165.022634,-15.374203 -114.830692,41.190562 -66.237429,24.770576 117.463616,-32.946978 163.041047,-48.963010 -96.934145,4.298733 -40.789616,53.194054 24.764377,5.421540 -167.580389,-48.280398 -112.424350,-33.940646 -11.741537,23.703939 34.014493,53.582743 125.465956,-14.270287 -93.587310,-55.138505 -14.977366,-15.374203 65.169308,41.190562 113.762571,42.070180 -142.739990,-32.946978 -16.958953,-48.963010 83.065855,4.298733 139.210384,53.194054 -155.235623,24.770576 -62.536384,-48.280398 67.575650,-33.940646 168.258463,23.703939 -145.985507,53.582743 -54.534044,5.421540 12.419611
40.895966 38.983354,-15.738565 87.401748,-55.128358 168.054417,-13.904518 -113.845333,42.357273 -64.497414,23.349903 118.585643,-34.266968 164.409789,-48.048688 -94.705933,5.792655 -39.865706,53.702398 27.558809,3.927214 -166.657636,-49.182633 -110.175111,-32.616128 -10.383971,25.122001 35.143406,53.056774 128.242877,-15.738565 -92.598252,-55.128358 -11.945583,-13.904518 66.154667,42.357273 115.502586,40.895966 -141.016646,-34.266968 -15.590211,-48.048688 85.294067,5.792655 140.134294,53.702398 -152.441191,23.349903 -61.414357,-49.182633 69.824889,-32.616128 169.616029,25.122001 -144.856594,53.056774 -51.757123,3.927214 13.342364
